,0_x,0_y,date
0,381.95,459.15,0
1,382.07,438.06,1
2,386.71,420.92,2
3,389.76,401.14,3
4,391.81,393.25,4
5,391.97,390.9,5
6,388.83,391.05,6
7,387.31,401.86,7
8,390.34,408.21,8
9,388.58,422.26,9
10,390.77,445.08,10
11,388.84,463.24,11
12,386.72,474.9,12
13,386.72,479.82,13
14,386.72,469.91,14
15,388.93,451.07,15
16,387.45,432.39,16
17,388.34,418.25,17
18,390.39,402.39,18
19,386.47,394.36,19
20,389.21,394.97,20
21,383.8,396.42,21
22,387.61,410.75,22
23,386.72,425.84,23
24,383.52,440.38,24
25,381.27,459.75,25
26,377.23,481.96,26
27,377.23,485.99,27
28,378.88,479.22,28
29,378.57,460.89,29
30,375.86,438.09,30
31,378.35,422.03,31
32,377.43,404.35,32
33,379.33,393.82,33
34,378.23,388.36,34
35,379.77,392.24,35
36,375.59,393.03,36
37,378.62,403.66,37
38,374.87,421.09,38
39,377.01,437.04,39
40,372.44,458.8,40
41,375.81,474.05,41
42,377.49,472.48,42
43,375.49,462.03,43
44,382.79,443.97,44
45,381.52,421.48,45
46,382.89,403.01,46
47,384,396.21,47
48,387.01,389.65,48
49,385.69,388.52,49
50,382.58,390.13,50
51,382.62,399.95,51
52,383.04,416.6,52
53,379.92,435.32,53
54,382.51,451.98,54
55,380.69,469.7,55
56,381.11,477.83,56
57,381.64,472.36,57
58,382.03,456.69,58
59,384.73,428.81,59
60,391.31,411.06,60
61,386.45,399.74,61
62,390.79,390.38,62
63,385.83,386.64,63
64,389.76,386.21,64
65,387.79,390.88,65
66,388.6,399.56,66
67,390.3,419.98,67
68,384.81,443.6,68
69,386.98,463.33,69
70,386.78,475.62,70
71,386.72,475.74,71
72,387.56,461.44,72
73,387.29,446.04,73
74,387.92,418.74,74
75,391,402.64,75
76,384.1,391.78,76
77,385.77,392.21,77
78,385.68,387.93,78
79,379.91,391.66,79
80,376.12,395,80
81,377.13,408.13,81
82,373.63,426.74,82
83,370.63,447.86,83
84,372.58,470.53,84
85,372.47,480.29,85
86,369.87,482.34,86
87,370.11,476.06,87
88,373.51,454.23,88
89,371.47,433.69,89
90,370.07,412.96,90
91,371.83,397.21,91
92,375.8,391.23,92
93,375.98,390.74,93
94,375.38,395.39,94
95,375.17,396.59,95
96,373.12,405.95,96
97,370.93,422.96,97
98,369.54,451.31,98
99,369.08,470.52,99
100,371.53,480.71,100
101,371.22,484.12,101
102,368.79,469.64,102
103,374.03,450.28,103
104,378.11,425.11,104
105,372.32,410.09,105
106,377.44,397.19,106
107,377.99,389.49,107
108,379.3,391.03,108
109,376.98,388.89,109
110,378.2,397.45,110
111,381.61,405.31,111
112,379.33,422.32,112
113,380.77,451.24,113
114,378.04,470.91,114
115,379.02,486.32,115
116,378.41,482.73,116
117,379.35,473.07,117
118,379.6,453.53,118
119,385.12,431.3,119
120,385.37,413.09,120
121,383.51,398,121
122,384.99,385.59,122
123,384.7,379.27,123
124,385.25,382.19,124
125,387.23,388.62,125
126,386.09,399.6,126
127,385.9,417.49,127
128,388.47,436.5,128
129,385.94,454.74,129
130,386.11,465.86,130
131,387.54,466.4,131
132,381.82,453.74,132
133,388.6,433.09,133
134,390.74,410.89,134
135,387.05,395.85,135
136,388.93,383.26,136
137,387.41,382.98,137
138,384.09,376.09,138
139,384.6,385.32,139
140,381.16,388.84,140
141,380.28,405.16,141
142,377.04,423.92,142
143,377.63,448.46,143
144,381.66,466.48,144
145,375.77,472.81,145
146,375.79,471.48,146
147,380.45,458.87,147
148,381.31,434.86,148
149,380.71,415.56,149
150,383.26,399.83,150
151,385.27,388.4,151
152,387.62,381.61,152
153,383.26,378.59,153
154,386.54,388.82,154
155,386.42,396.35,155
156,383.35,409.9,156
157,382.82,429.71,157
158,382.51,452.23,158
159,381.53,470.42,159
160,381.11,478.43,160
161,381.11,469.13,161
162,384.2,449.59,162
163,384.51,429.4,163
164,391.87,408.21,164
165,388.44,395.49,165
166,389.37,388.89,166
167,389.05,380.65,167
168,386.68,384.2,168
169,385.98,389.6,169
170,390.17,402.85,170
171,390,417.86,171
172,392.08,443.38,172
173,386.95,468.29,173
174,392.34,486.31,174
175,392.34,487.37,175
176,392.34,481.27,176
177,389.65,467.78,177
178,394.32,444.31,178
179,399.51,428.27,179
180,398.18,416.32,180
181,391.28,409.2,181
182,393.81,402.46,182
183,390.23,407.83,183
184,395.96,410.21,184
185,394.84,413.72,185
186,392.34,435.23,186
187,391.76,452.11,187
188,390.6,474.92,188
189,389.87,488.14,189
190,391.33,489.98,190
191,393.35,479.37,191
192,401.64,458.54,192
193,400.13,442.63,193
194,398.72,427.64,194
195,399.2,409.11,195
196,393.8,404.54,196
197,394.12,404.12,197
198,396.63,402.41,198
199,392.65,407.14,199
