0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
"200.12679056249243,340.10705910768024","186.77813720703125,324.2726129316634","189.40714450940084,322.8024983684376","241.75163150297527,318.38661668829417","267.1880830401113,338.70689303030764","160.0449617734679,484.34596970851317","289.079637995026,457.9661091014105","211.30020687830591,187.86013710823502","219.9715478800614,194.84472015024622","152.4395943727011,101.36796602479214","155.90668520203826,99.22678016039184","117.20750290688841,648.7281532139166","231.0676029368597,480.9182044596987","105.46610072985698,657.2087269348857","57.384078029528666,656.7951721903879","108.41688294169506,652.9870415476046","111.13239261612358,651.3192380912573"
"118.46839673231551,346.10715339155973","117.4984724586576,334.41165078011005","165.51242961957763,332.1559327121838","263.07960688372066,283.14307691522146","204.4875073265937,336.2472920102368","268.56924144581603,231.91442675163773","271.7789703250395,240.25137934703307","226.34213063874597,205.74344679539306","229.16377771874812,202.11243536685691","176.5616195619338,120.81839194093696","178.845274453961,117.49471968713901","219.4683808204265,576.1302695663986","298.7486358226969,563.4179764684536","153.60494134212746,483.4839728091941","140.18327503723856,653.3789074374544","170.84009448099692,552.7726080631004","148.3039461128443,639.9338243536448"
"222.20746799572896,283.504242655832","213.0143684951248,272.9844534907359","240.66416758971457,262.04105629531324","198.70456478846216,278.556327968256","290.20938680329675,297.600647447638","150.96429989588404,471.349444556329","278.73864274080626,458.7982741775216","197.53274366920562,416.5210234052012","199.00081028919743,408.81106009279245","66.9507842898833,412.52915497419895","304.9010300691954,273.83853897510335","181.14740483027953,465.3237250064597","196.903089115128,483.95560891711756","80.09976326909049,649.5196034472276","175.3513980375654,526.6209049447501","84.17271856760703,657.0924870234983","78.53317361675812,655.6769998157071"
"157.5608594723713,270.1557946112369","121.190322579113,267.36825579335255","175.73547939196635,301.67174580496106","99.49295346746186,267.5708844967853","140.17160224172392,267.2631111590315","193.26796027751288,314.2931734077661","144.16354370117188,286.9366389768133","82.12901306152344,447.5052889219054","180.3076206311178,408.70060902161356","251.6113945037011,287.7926733707176","103.58585301261934,346.35047764165853","231.73418913369977,615.6449314221334","143.71479815175098,617.9520543911113","239.57071267213342,629.7978738866427","189.35216255039558,528.6414417311375","228.04935428604546,651.0055601364908","148.92712651709178,610.7253434593111"
"50.83046042594469,393.2165420472854","164.48468249131736,307.5078422457328","201.0571162301743,306.6272631693443","130.17292524404564,306.56416481107124","244.35452962200003,319.70452334630346","148.5903934226426,461.9941770798501","281.24518231937395,410.260701457814","152.89467879120946,544.9366795877538","137.8002467767738,541.5451524786448","26.408189291156248,424.8208309425918","267.20294459599006,289.7743091509036","145.94870838209812,603.8535270245623","184.33272519835242,493.21042071984436","64.65170739318614,621.8221642163941","65.76692318452473,621.9338888324188","108.11798980356656,623.5262058124467","103.77153549491203,622.6606970167345"
"220.42980173311344,278.66677903943486","217.0289211644273,268.7363323998358","232.38908320920478,266.571730676792","214.0304621536908,265.7462034707867","263.87179158726553,272.6561104741078","184.6687625632676,284.7315153723097","153.23214626683335,280.2021724240789","161.0647466637281,339.5524496234344","285.5565216123826,335.77330177396186","313.10491812739394,274.79609033013134","305.53257855367104,260.80293915151157","144.6702280601175,521.2337330621503","257.909370155186,378.90155064920503","156.39470081848856,533.1243581808958","213.01891006291612,530.8213645845999","166.7723958056261,582.4690495947456","184.97457434509516,575.0422763453383"
"222.2408630133603,296.6462413624567","221.93284808800843,290.0335141193078","235.71826498424963,290.68003108993116","240.22110383148788,239.47623434697607","260.0327753445518,290.1599809817303","179.9428264454645,279.48352650445725","143.57654123269168,275.8010522864672","144.71684193889456,325.7805286214509","295.5083334956188,329.91472533704706","305.18075199349846,269.55828982104583","303.9883682013486,270.463760910331","178.1316105586546,405.38190552232794","241.28153092202513,410.6748350863327","170.80225452467624,485.3962582836819","190.3351704044565,486.01732365352166","161.01364919462094,600.3324456715862","182.2608039945016,594.9036327317531"
"86.65477233174249,376.84959975661934","169.81288847570755,317.9485365574462","92.36079810472779,370.4147635730788","157.28194923252448,328.5853760715588","221.56295188577258,331.0121350715132","141.07833108271143,434.82873226418104","115.62622563106078,293.09559833214905","120.90480290869334,441.8577350067257","126.8287466323793,431.2449384756125","94.3615616379081,363.844159790514","45.41007027830136,352.514666249316","158.16942955640508,501.266170754043","143.58755695031311,465.36204712864026","68.45630434978801,605.8657278810493","65.16801601068522,605.5381953020503","111.54152023374803,615.7388264103158","112.7796482427575,615.2858303678638"
"106.6275438835649,240.12705435548773","113.07305284789567,232.93177682601987","110.15245756750443,231.6828152548942","139.104275833308,234.27625426058637","115.17798255296998,238.5495375102596","185.37492804026328,261.61918491704915","95.65743519823843,287.2239198202289","49.856168516878995,337.0367740378769","55.84752070208009,348.03337067481607","5.344320571840058,363.0390093020428","18.46605014429946,353.174516848553","142.16096354087506,409.90001812055414","117.18767461516978,423.2026571429657","154.13926162422865,483.2512228405429","129.98759062651993,484.63247870656767","145.37801690602583,584.5931294363296","149.5266907688245,582.5307972236366"
"202.24298722085325,331.2659950107916","188.93196123768848,309.3231260544595","225.39920453617083,315.05326742328094","174.16359446484756,317.2894963958384","265.6624254753617,338.6474223452319","142.75766757119027,310.8509167622963","94.40976023395706,302.8222006118715","195.1215576884348,532.2307542140381","257.0015010907956,365.07891940699477","152.8659992737529,368.47889822280825","304.0583083453346,305.35178871006354","94.33094953841277,506.60332705724096","111.17108290854134,525.7119412552058","85.96932413420325,559.4466777163257","77.1332498394562,557.1551846159107","109.84633657255063,614.1210385333703","111.37466110051378,613.3021877897388"
"306.7121493269034,294.978167760233","237.02813043854115,285.54787691465145","313.3854517361533,293.31578651754774","184.23273340366234,241.17192071699446","125.13684836064795,243.92088656295599","189.88965226704045,302.03644273809886","132.4791140426458,285.40415930840754","202.49337254980662,379.7325193650064","239.53749158688555,415.74744139200055","305.3149118386354,293.2314045234413","308.2659646119589,294.57227358094445","148.2089403798144,449.8608451872948","223.36147070858732,442.21907441254257","160.30605360691652,522.329406144554","151.068466067778,461.5164048013056","171.31346112559277,575.7807008023392","199.34401753347674,567.1140351647997"
"201.53086939117787,350.191257343218","207.96868667899406,317.6256929390161","245.0936262969377,323.2071575951483","296.65350430855955,337.9439624830906","265.8032913801735,344.5952241058943","223.2813265314362,247.30263053211254","227.02079547332886,247.5429445853029","261.39686905085347,296.7240433748594","243.39469342658492,306.76856875883465","225.2287508003443,373.5505011295066","222.47621285405143,375.5674874272328","182.46967746126052,457.00076210823505","220.92150858125797,446.98475641035384","199.40381162175873,472.6314411089114","225.26175930156785,465.34147744976593","151.11909971719587,607.1163875119695","159.26968716276298,606.8146345680326"
"160.21630449703235,377.06405699021155","127.05416300139075,372.40049013367883","177.83051427700178,357.4594549631794","138.1561124334076,274.81855103014044","230.85909666068824,357.29972156569187","100.73235698061694,292.61709280051144","185.26156277786436,268.66345090161036","215.18651340351033,299.7047364943686","204.3321857081313,300.06941413137235","246.57786862859467,329.2041259053152","245.43281377057622,317.78980655892815","162.84492528299415,524.8576242172301","189.9556112920264,375.7701354267996","153.25800421451316,544.9979641094282","157.19726348758212,541.7479934395519","105.5861913777511,649.3467100863327","104.30071510878986,647.2762734973477"
"183.61859748335667,362.3238945749483","167.0191478803464,346.03093366214733","202.83491777353254,345.8099543352535","254.09068467552095,358.63462811778027","228.7846437743666,357.3247679476608","109.78975057045312,300.85575088916585","177.6246942898643,282.39363436569033","150.1842711333635,469.8109251979724","241.54915488276504,331.4750879191239","80.80654717233858,350.3842572757706","55.00522414626778,371.7302196220665","197.435708725035,653.5358235993738","303.2381978313283,609.6515521928958","260.81848589826654,661.1710722808244","299.5762834066547,663.6594245405976","230.37881137239333,642.7126606150823","233.80690269618646,642.457449946422"
"215.0838932972474,343.9691803334752","208.3274318828657,328.782814114938","230.7672990138429,328.16267495953156","191.768798412516,334.7301527683837","260.25877148817483,342.4450558911038","159.46387300602657,378.1088654633162","161.54101218138226,292.5928954484398","234.50622683276464,359.2887284690768","293.197487174305,354.3191249268528","306.7355528953938,312.73651568342274","313.2311350603512,314.4810019763991","113.85663756136768,619.3919319123146","144.33693496169747,616.5079317204219","152.54851469641068,571.3050782912436","146.0834866534875,620.0114921837002","179.95565879020245,566.8137101347808","180.7756146976456,566.5853982769562"
"169.91906453292194,260.53196354135","312.45143483677725,307.259115078106","171.99156551138435,239.04099074783028","235.3491611406497,286.4390881608896","143.0197643472991,251.518430598515","220.36048001537995,313.57493270695903","138.9799721565692,306.80308954261153","291.96678028032477,367.2517412831347","295.5341914432986,372.5980053615941","309.87711960610716,311.8076383835611","318.0000904543391,312.1312152550842","263.6224112009724,444.5433323485378","253.31722669193255,444.8592872471197","279.636481704415,615.5033363906326","216.66001057903128,577.2421128091181","223.2970770750528,606.5374648988478","220.8217100447718,606.7033344669564"
"201.8099149117674,353.16490737380684","198.28150325433757,332.3586193040187","220.53263442340068,338.84709874015834","173.73123721111608,345.61498619703","272.81835159717366,347.86618896959357","229.35011727893402,252.98750317050323","164.1057031534989,284.07081574317544","256.39312426496576,304.1474205046776","241.87375136201024,301.6185656595787","297.1162997294029,313.4611048123252","299.1144736026512,296.61220298203045","150.14971656650886,413.30022848997595","224.93381945539545,417.52642917261977","180.6763959357711,545.7070584427058","178.15897592032468,547.0636924417103","158.41734118034867,602.3694227641658","156.94428849869666,603.1777378186177"
"123.50721788220835,247.20163456660762","173.37367088228814,323.95399516658557","182.19057396320983,328.77135221132505","148.3274076587959,270.29052021902356","134.013313620007,242.44816702163635","129.44689282369058,298.8130042525117","133.2303859844282,290.12082912578654","109.72168503104484,359.9957388198793","80.04750625075997,357.0992733254043","97.44963447778605,358.57141398270306","235.47479829899532,317.9336785342443","139.8900250386635,426.34958645713004","148.1501512341926,428.1748463671495","146.0257024505259,490.88573826890047","147.34828429463312,490.512435259986","147.70310635696592,582.9499478470027","147.50578973079934,582.285581952403"
"151.7648526796571,265.3633488755282","185.53019168126445,332.0968865420568","146.42161120700467,232.91278943013586","167.76496994077928,243.91199104516886","155.08986007749803,240.22974838078716","226.010731470724,263.51526163895306","219.57312676693215,262.97219124285624","261.36399583037263,309.4073343833597","264.2784261740599,322.12792481893695","287.1270344062538,311.9145582622127","284.52902571978734,301.7809426274281","218.08923230004217,380.88978570722884","212.48677359851882,386.07087487840465","237.9700709242765,609.6005718067926","273.20765092307954,618.0591093427012","194.54129993127015,604.498982707814","190.8740902318101,602.195255858425"
"144.97294771068294,249.4069511324515","203.0231319382961,279.73867928471543","312.003017826303,293.2073615404418","189.45942085355176,247.40866278859892","145.27431455382117,245.57778770357717","240.0065292477144,242.93321394270959","143.44825643695282,289.5692298384492","269.04502381796044,283.1684513314689","121.6302555544367,354.8270763590178","295.7121049457951,298.3983689245083","84.15435903823794,366.40159221010913","196.98947553226458,411.51726570574687","169.35587147516037,396.10355243608643","157.56039565268196,383.6437299557697","182.2042566440449,442.4109551693215","188.7103907069344,606.7800558958536","190.42377929093772,606.3145173662831"
"189.37347893028408,344.2541842330754","184.45200416179023,330.7138168394334","199.92456517794716,329.61980322455616","174.52448483478236,333.5481101900687","254.71784619876848,350.040708905528","224.36880977051732,246.08006607233781","223.77384506403706,243.99262958927378","256.77281865813853,305.6223591014105","257.9249660922396,302.1306078721577","284.90004281960574,301.5027502631399","285.63942938184925,303.5433164366488","138.5166162869346,417.35457780296235","195.88090782313958,413.3052068925553","80.89304954439751,563.6859611778408","147.2379338602148,530.3505003220376","159.5070855404153,598.8214040080861","168.94624138620577,598.2574551949705"
"121.41991332532831,245.0956352026082","144.11298735503556,254.19281688645654","124.1423802950967,241.15353150126535","129.6117034199637,244.46480598895002","128.0151200943884,240.76832277765533","135.8509672291084,279.0742940939818","108.20677262243134,283.7211312023118","96.19341750089296,335.57370256357154","83.62641627686497,336.8831382187424","247.07854265739945,318.0491658964046","246.7621596518194,311.2082618683692","136.63397216796875,403.82524779798456","153.46243274258268,406.5584294063108","143.83697598824705,500.1595374675112","156.72536560533575,496.4466525422924","110.20490784403881,411.85267110742944","150.68098336898862,507.929125834068"
"268.91770531324096,347.4406706219981","195.67423749990502,334.06601842739235","295.9679788077388,321.89021574384043","170.12055553629244,343.0327389490743","280.77390286338004,344.30161413051735","223.54462150840908,267.5649605836386","220.3538126073459,264.8386291028924","239.2123346588491,326.4934435892662","251.85358568480973,331.504302266043","289.04376927238496,310.17543629449625","226.36684836302288,341.22013730297755","81.53574902723739,511.84319225266745","176.8934438980043,461.6774503359071","112.46096546455118,610.1551812910384","108.65775996701728,608.6399330703201","115.11927071062973,612.752942630753","112.19133161849089,611.5196109281903"
"228.11365129047795,320.12691572018633","224.72877250107348,303.54929823819765","240.08773634498687,298.679610077973","210.02659666306317,310.0874459233265","294.38590917327525,298.91886284379177","173.93315338253512,281.94577109488995","147.60520175087777,278.69288670877535","156.66642185315084,329.9034178025064","234.63520735803746,429.5041956326377","311.25191981690404,282.5135019502751","310.75215410165754,296.2251418295537","197.14340569165893,445.4862958262403","249.10642031658483,448.3253360258466","172.0530602718606,604.4635935980058","174.8326930183381,547.2515210103431","178.32409572972398,612.6818556729921","185.1450280809217,611.6332265653499"
"226.99874471226553,321.5676422712868","219.05950443846706,312.17644539324687","234.7061910963244,291.00542179805296","254.85650896005592,263.5094535026105","190.8361149947467,243.09275437885685","169.76376224028002,283.61928620690963","142.3315718832647,286.55779797743264","215.665194648713,418.4360875229891","117.56800676041541,329.02227913823106","223.55041925452565,389.0016874914503","57.05770357480776,363.3534205099024","184.69388612977264,408.36165313126975","158.9537486510518,417.1821475492841","191.7354420465254,447.3682091857672","187.90075478757865,446.452530441581","178.21127159029595,600.9146872197607","186.39915786921284,598.935289791122"
"275.0941602061231,343.0313496274243","264.73913440630133,325.35200007694704","286.55918382577863,324.5719731549808","242.9930835530916,325.24799391453365","301.54498540381053,327.96600876151354","248.81699683044673,401.24875079796936","117.26076486787912,285.91542967562543","247.3717926559745,337.8698653284214","207.16910018624037,390.54861996424336","18.569559238300258,358.4611558728645","70.55899225969722,327.2773683303061","158.8764840211386,420.6365414630578","188.17253379970208,421.4244412077076","64.89385992265397,604.5814157923835","61.82855289919371,604.1593321566452","150.00886998751747,605.2907030870015","74.87336570650689,621.8305387385624"
"170.59442465221838,358.41272257645306","161.92733533094832,342.4251422807864","190.6086887404149,335.2109738361047","142.51211369733403,326.8181203404289","231.2113097372686,342.56916862517477","106.53961140079724,299.5150554968689","295.0810396068291,412.1331983039351","4.385527970725946,364.63456803258754","70.88181076346672,383.3449486164731","-14.911187732266058,363.68913464972945","-15.116389293151087,363.9265542828155","150.4886914561231,481.92665901629374","147.59963591460587,451.8578406901675","149.93168266088583,488.82568300002276","124.22327817924293,489.94586217264253","186.76368149338066,603.4226829439749","184.2088853413029,603.0511551793911"
"196.6427123370338,329.02463326658255","184.70219623253968,307.9202585183229","215.08578722764548,310.21821582363737","164.56206307615287,325.375039660977","259.92455075037617,331.64184510939776","144.57220749910704,325.71557783431115","267.30264650337426,398.4751630849875","210.17656502927787,418.67991347257265","231.04760071275763,416.0102161452","8.276588647745939,403.96089962020454","308.36810157271213,309.8451829605993","108.80575709955241,597.0240463078718","181.28716916332917,501.70944154494464","105.28691172321487,620.9773022840923","182.61415729448493,550.345231586857","72.9444169218902,652.8541297764166","71.17718660228451,652.0893853926009"
"200.72790087985624,241.5404575808039","238.21243603776867,249.1174319374886","202.74926573757068,228.96190598781007","206.2708167287626,240.9271299607095","193.31917370154235,241.05031648034713","180.64980360691652,280.04649121473733","134.91865100192655,289.34317562830586","267.46465485569104,286.3061570935676","94.964913750437,340.1549907046069","293.7951188439989,284.3659887054087","77.62520792326575,368.8246849445981","192.37234378324877,402.46456161083415","154.97896852010882,388.8364739918987","190.56215216491938,511.90683090269334","174.17375984637192,544.522507366967","181.25493369492114,610.847989687196","183.3852575279859,611.7840451489162"
"269.46172715717717,330.9399289379788","270.4439813042429,314.5781001228303","286.30410232247084,307.0491731398764","209.42969937454404,232.55241483102049","159.50716284369685,233.3653416615052","227.4650960840604,254.39594728937408","144.5937364630198,280.78487707947016","254.30394510350806,329.75256062667194","85.85704111774612,333.7353984669489","46.83407402780733,356.6007384066452","108.93137493207763,320.82155724907665","191.40269007107628,419.43161366978507","185.3454754899912,422.3172733292041","120.08650902180358,573.938691847983","171.93582984538398,543.9402658187926","223.03345355913336,609.499807394896","222.8256816641366,608.8312735353462"
"108.65374019637648,237.8064819810919","111.54298899609756,234.50381356918393","107.61296746517434,231.65414119972792","133.08857311441744,238.84445962275046","111.84682954424551,233.88703194109846","105.87070610551058,294.9306220859869","131.77835979535888,279.5632002418607","197.94714723579614,275.3701503174778","192.68586656741132,272.24709032110667","244.66005151652178,305.6334157862088","231.59189311817926,304.84304613640336","195.28847479913026,548.1517628473066","154.5051380558237,415.65393232649865","154.41944736822109,541.2637376599738","119.47732051151735,550.6664350338947","147.97316537107474,589.6197337584737","130.2602393005609,586.9237550965543"
"139.67829135048714,228.50564889870728","189.32671044494396,333.2005096316801","204.16580972040674,337.12067362863263","190.06659947851756,237.51719433973736","152.58596813632357,232.06609436510138","231.75637517550575,253.13569747984175","188.75777761852697,275.5311958520793","259.30654966599286,311.5524277149007","246.6783049171537,312.73736471332","282.20888367886675,295.88491239436405","281.27189060315084,293.4552010859033","224.95720369806548,622.2707221480194","182.4903174374354,431.41366387155733","145.3570677167247,555.0946276475484","185.50603440577885,561.3312925346166","219.34651219705665,588.8176320591789","148.0201657662596,580.3677391913151"
"111.11619757863798,239.1403658380768","113.00031045995337,234.29147891033483","118.0866731280019,232.71303585067332","260.1343905081545,254.34535282595147","166.31077925982646,237.53602736654912","181.48123905167046,285.01395288608416","143.51980062403106,279.8015267932461","285.1435674823212,286.7421339458065","130.26738985410464,344.9197850802529","296.28472900390625,285.443812863836","71.78521556334738,370.99754541300615","191.20367277271555,398.03077311831225","153.67841811124453,403.69723724483976","190.96057327804863,460.529947837503","181.27831793759123,460.4771922070692","153.6624936352444,610.8058855227459","192.5279359631965,607.5842029853553"
"201.13289277191757,324.77442819320737","192.1762060321259,308.3138224679672","209.39748323195641,307.1514619463612","178.2520104196749,319.76055931952214","284.3403090836937,330.3747065800173","146.0380323239338,274.82652033349416","134.8065612436733,277.4125496237194","137.098951406516,338.4436165776234","199.90508475099557,350.82864724244587","183.5010578437538,375.96271084440355","200.6854613782831,375.72787689327726","154.40367749878408,422.23943272453334","191.734823620273,418.36700736316726","144.83836269749742,533.9729635631992","174.81444944389136,536.8585074458141","157.8921040338301,594.472981612506","172.0619501492393,592.938282888687"
"125.85163315353691,229.90780247788484","173.48568333725984,291.09916241716314","54.84524500509184,379.3910163849708","159.8110033918448,305.5076242884773","125.52444701435968,230.91884271643968","112.76766623411663,277.06660853285734","103.95122697288429,276.542158906098","211.82086380539238,288.45348877665595","202.8345699087655,283.39000954238355","241.33023198940413,305.2893850126155","244.08441263043,305.8378197339722","120.7454421937698,409.36628705332714","184.9269168720171,404.4377456843157","142.2460358022252,485.68504422555174","115.1720688519311,497.89563783875695","140.43783474339585,561.4370739413606","145.90182394183563,554.2374547817363"
"171.14335525453322,369.6905796629909","154.33101241412334,351.4447728019744","180.86497729112205,345.9483462085056","225.52714146714266,335.9664560755867","137.13802821534154,208.00643950584796","219.7145724463556,234.74663611979798","107.62591576483464,279.6072919081157","244.9681437451552,295.4424520410916","237.70778088996383,313.0165990688457","269.8491132268646,304.23334618950634","268.41040252804294,303.87331892080346","197.09315855864884,623.3655076082579","302.31237507979694,613.1143978133739","148.088385912231,529.1956267004347","108.4077611544717,530.7291290639439","139.204460886202,564.7127856540309","142.49143506951833,562.9477296821801"
"252.84418858628328,291.20984504195036","226.25848848810455,289.7520221161007","248.91892120717563,288.7512667169831","190.13023940505684,240.72535028717397","140.4575470801921,219.07113219977353","224.03058858789825,241.09573957985012","142.23714592484652,266.70143928973124","221.06811425472512,433.4849880827076","134.6320877372059,323.95492138101895","231.5642958466645,326.30414851444704","289.16621767036645,291.3705239500053","210.09644017794716,374.6477564949006","240.3551477217025,374.80895639857425","158.46465078865975,523.6665124559216","174.66842354503586,513.7304699374544","180.51347926989604,590.8344639878328","179.11096583266203,590.2406447592413"
"159.21932407483052,214.84385093362414","184.25971224892464,205.93029126119058","175.27741879711823,207.0467269838088","203.242402696424,212.60750618426252","169.18959211653777,212.7535779188579","230.76932822498367,228.86986342849434","138.02829145735808,263.9437322950549","242.47716145200025,268.2070201473013","240.15381132489512,265.32384968917194","284.9095317974165,299.40244325867883","282.17309225950726,289.974641614387","231.18796414623932,379.5424910370942","191.44607653784846,397.8658683569051","82.11591015530007,610.9531536176511","178.1604060310334,514.3119782325358","151.55493561859726,610.5842115350271","159.71646147850424,610.135229088453"
"131.04011345651827,338.1300929919291","132.33977487764474,329.9537035277845","173.1980378265975,330.0018280860515","48.79788659240489,331.58465136813743","48.68927548182154,331.0609928828733","51.59297999519322,387.2948672520975","181.60446048246752,245.96878526739573","208.26769577204487,291.7348156643285","209.56380124221982,290.7285415708787","246.90103499713115,322.2153363060858","242.86866392143043,311.08252825903986","131.6654583526493,398.465283464365","184.89800544471592,399.260785885822","138.14849806017452,510.35052050876243","145.5875474506779,510.3964067154821","143.7769886417612,552.4203764325449","150.12358805734362,552.5112226315509"
"52.58311907697748,391.8311954008466","47.064824323246,382.0200760540795","67.95974672072595,382.59031540688835","121.91492488875929,342.5064175973142","227.3923536961181,357.0001297887661","118.3031223163531,420.9858014889728","193.72828199334646,448.9070758745364","-7.053541072147823,362.48270175800246","179.02295604661282,254.75348535678728","-1.1422364349958798,380.8904417757858","245.90266311586134,317.71574799652694","191.93117395542015,561.370193540818","292.9423670193564,569.5307987673273","78.81764969287684,604.0413170009272","148.4008457762722,550.8547653020124","112.81451202273837,610.4078062777389","156.77812509499637,599.160437082966"
"138.8824154152481,268.6437495487673","194.3969167271477,329.184984140359","208.4374924299782,325.19435066193455","208.38365069437583,305.7643207594578","233.50648281824726,337.0240385894181","152.44995301242932,298.93364368245756","140.68153333849483,293.24873245179884","144.1756416647351,371.3088306471531","220.2681025939229,423.39338013170294","152.14568729623284,370.0491790177757","279.99487904351975,333.10958624813804","190.974120678141,489.9821774968841","260.46928764966674,500.02404001436344","142.50272134862524,575.5932967486548","140.84445000436983,560.1873019326058","146.9234254592124,623.5021628294473","148.5876491561474,622.2274216232596"
"164.5249188493662,250.51881367130503","183.25882801100437,324.7415861730909","171.6653843148673,231.91753342921632","203.16637491901565,266.89470936816025","177.29542096208507,238.0735211799117","229.12661416614105,280.3244520254172","176.7393011545857,288.62485774296266","242.3316380244749,345.9633200085117","245.65073172127694,350.52500327737414","69.23722210004638,374.26465104989967","66.80931928463951,378.5250830743099","184.41737229165403,425.51564613668836","198.43502757150378,438.8686480689141","132.4837908911798,599.8845052162496","140.96682109906982,602.4215609183107","149.96832441634245,611.308511221919","158.22350320185205,609.5699295459555"
"164.47559935573474,335.1925267319735","154.59620132149428,321.73383987367384","178.6982436124453,317.9245321667148","141.53264246840422,343.5939091188898","204.84304444428085,341.2892946473355","121.94480260707991,308.9675561927172","299.3908908116679,426.6973413845908","137.16879492140004,358.51452897958717","207.38566532951387,357.309987108995","139.219882890872,366.98279176704614","197.38739417406373,358.86934629210236","126.55911278631902,422.1917712734831","162.32737981299022,438.922793020998","149.06978972319962,599.0278340499225","148.0335778856092,597.6950114803092","147.8937749009188,600.83009296818","147.38349593938096,600.0117825163013"
"19.392877838491017,406.357132136126","11.767643494364847,384.0372167208779","37.97844200282714,380.259882708004","120.5831053025064,327.3469115973447","182.0699808439856,335.73339736879103","-15.5104427708726,445.00968131573745","153.19832608115348,252.62589361881004","153.09014013861872,569.8677478597322","191.8551268521914,292.8909821269113","0.24241994419918456,363.6659406966272","222.90406719163235,324.1503912187272","218.02306069103196,604.1736884803623","281.0657614028871,611.0647238646036","151.1192929753998,606.0778309862901","141.04914909392483,539.6253029196179","116.26467343341517,616.8495890695297","114.99052209520158,615.6586702695616"
"196.66170961847564,325.12820351448505","197.12087178508597,300.0821302836971","214.22998192338167,298.4146741577623","180.63693261053777,301.83427714188275","259.45238230664444,319.50374707173745","145.24807008973357,304.5427789947866","233.28323094111937,257.85005176113737","233.14943828656982,336.7749640913789","224.57151830057228,424.3135741712518","199.83698055994654,367.437099946612","223.53157657964687,340.73044001360347","143.25399329040766,412.926578150649","269.9456650255255,501.41490535513435","94.47225993709344,618.9943157745242","230.94115409405782,557.6412542320875","145.67988622049415,617.4688406027708","150.99104683130167,616.0774349702472"
"233.07787477367123,322.7988128068382","234.26795879319485,302.74231461699367","248.0069357430425,300.1886642396682","222.0390241452228,306.2682585957449","296.5094882950245,306.77522592507444","182.2611905109094,290.07403600076753","140.27228976594802,291.7503104599533","144.92405338510002,357.94386511182967","117.52131557835679,362.7091611869604","295.30755754760264,295.99769829776034","80.21772807674188,371.5383002730195","189.47638892385282,458.84362009248844","180.55394753778955,457.847090546723","179.28601911374102,600.2018108442136","185.6359425704303,600.9126804218217","187.08765954637346,613.7229206960952","192.500300040041,611.3175032203764"
"214.58263949383092,339.546737967762","207.99580080499908,318.89300513360286","218.34785042848108,321.7974206352976","189.54605850635335,241.96379546525412","185.13799348230032,235.4983942054125","146.5025090911509,294.1024513096197","219.20989797273035,245.25712454829232","236.01395003619365,287.93253175015576","232.4172602553312,287.4066928017464","277.49436912091323,314.41425664879466","281.9305532136316,319.39783059205524","143.5654482117887,434.79585165179657","214.8419533518038,425.494420389257","173.64601034320282,489.02300526659775","187.74840934545614,489.00150937329005","194.95019563904998,612.4473690522784","200.72840335118633,609.7070864666297"
"71.64475550076378,430.0922646132888","87.63841793787623,398.2417956400474","99.15726396731367,406.8742685280885","169.99918938425265,357.8808825303608","266.2756337562888,351.8448202526523","140.05989899987844,357.17059183677344","227.41193075217166,344.1905455830496","2.8273643760829827,377.78264502143116","218.24171302290745,285.5220393911874","178.74470288465926,546.0325842237658","284.34096616158695,333.1952224909563","198.4368635244407,636.2072005809977","200.69688293813272,434.51150382075326","194.59027156013462,599.5834855254058","184.5772741295484,553.9429185919261","162.40966915620442,617.7776173394941","145.35219760998677,647.5110302639379"
"265.28920523201907,372.3032762104435","256.1784917037311,348.4731681615926","272.6278183339635,356.99086764443246","253.01199468471663,360.0995906132204","335.2510521142863,356.290032056519","198.6165550024129,339.73830998639653","190.84682149924197,329.2063256645945","192.2183556463932,376.5146574621534","277.8643812780714,476.986385597793","268.8879242240223,429.2766170279061","273.92407841070155,427.3977138652875","226.66560622040868,470.9614378932849","377.17157810671324,642.1145576447365","184.41041499631416,636.4162163047939","188.61733688176378,637.8078148986579","221.24672348675563,645.7826369467413","202.19579356746453,648.3288004240637"
"246.99546095554933,343.6935157627447","256.1834197879301,343.43359683738146","276.2954918531128,335.7393019858037","216.49925840503977,366.18590002393904","340.6952903242891,343.65326402716136","201.81008884415093,387.71567734299003","187.84434271786466,324.91100622986073","196.99214249547816,367.47495896157585","278.38733797778417,365.19654864003223","187.50258491011448,398.0268752992385","226.0408410988893,415.81609703687377","225.98522138781124,449.12025956328273","271.7924210960299,418.5216851735393","183.00863594025492,618.851755936322","188.44442876674788,620.9834384547133","221.136856197847,652.1211854214798","204.51143269223462,648.998299090315"
"228.2693014478869,374.04884308692544","223.60596166232216,365.33146720915914","229.71006068366978,359.6491416604602","213.9947287117925,341.48379967834234","341.58021963987835,346.34538346227504","179.80480143624987,325.06896438301766","163.9388826719054,322.5268337977071","142.2873544062158,368.0084584751945","125.95177955479011,362.5236867466789","195.79088815177,436.66653466131896","79.68518577011645,386.9143474890564","184.58353569535433,461.0703167748358","228.53762113816083,464.3848523091713","187.0796586567326,537.1976948897662","188.1127783630609,573.3198648296906","195.6249759837347,639.8324810577274","203.36085064958507,637.7273500197592"
