0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
"213.427709141594,-2.7019122231331316","318.38361135994876,287.44389574815324","9.074242558460753,336.2036441550644","322.5846775218207,289.1666931864816","188.3231399179897,165.41935070943276","156.9363649123374,16.595261384540958","220.43983183389508,22.41075920223726","207.06247963515705,178.86377772468538","222.4598825358231,193.0083649631604","31.985582403635703,304.4350293823717","159.8524766023985,208.29779183354358","258.100386563906,391.18956035213245","223.64654588513804,248.61762347388358","235.67512975314247,536.8385552432286","234.54750678511448,536.3239273486898","230.72124558385707,608.4775368063366","244.17593971578992,615.3616641745957"
"213.427709141594,-2.7019122231331316","318.38361135994876,287.44389574815324","9.074242558460753,336.2036441550644","322.5846775218207,289.1666931864816","188.3231399179897,165.41935070943276","156.9363649123374,16.595261384540958","220.43983183389508,22.41075920223726","207.06247963515705,178.86377772468538","222.4598825358231,193.0083649631604","31.985582403635703,304.4350293823717","159.8524766023985,208.29779183354358","258.100386563906,391.18956035213245","223.64654588513804,248.61762347388358","235.67512975314247,536.8385552432286","234.54750678511448,536.3239273486898","230.72124558385707,608.4775368063366","244.17593971578992,615.3616641745957"
"213.427709141594,-2.7019122231331316","318.38361135994876,287.44389574815324","9.074242558460753,336.2036441550644","322.5846775218207,289.1666931864816","188.3231399179897,165.41935070943276","156.9363649123374,16.595261384540958","220.43983183389508,22.41075920223726","207.06247963515705,178.86377772468538","222.4598825358231,193.0083649631604","31.985582403635703,304.4350293823717","159.8524766023985,208.29779183354358","258.100386563906,391.18956035213245","223.64654588513804,248.61762347388358","235.67512975314247,536.8385552432286","234.54750678511448,536.3239273486898","230.72124558385707,608.4775368063366","244.17593971578992,615.3616641745957"
"213.427709141594,-2.7019122231331316","318.38361135994876,287.44389574815324","9.074242558460753,336.2036441550644","322.5846775218207,289.1666931864816","188.3231399179897,165.41935070943276","156.9363649123374,16.595261384540958","220.43983183389508,22.41075920223726","207.06247963515705,178.86377772468538","222.4598825358231,193.0083649631604","31.985582403635703,304.4350293823717","159.8524766023985,208.29779183354358","258.100386563906,391.18956035213245","223.64654588513804,248.61762347388358","235.67512975314247,536.8385552432286","234.54750678511448,536.3239273486898","230.72124558385707,608.4775368063366","244.17593971578992,615.3616641745957"
"213.427709141594,-2.7019122231331316","318.38361135994876,287.44389574815324","9.074242558460753,336.2036441550644","322.5846775218207,289.1666931864816","188.3231399179897,165.41935070943276","156.9363649123374,16.595261384540958","220.43983183389508,22.41075920223726","207.06247963515705,178.86377772468538","222.4598825358231,193.0083649631604","31.985582403635703,304.4350293823717","159.8524766023985,208.29779183354358","258.100386563906,391.18956035213245","223.64654588513804,248.61762347388358","235.67512975314247,536.8385552432286","234.54750678511448,536.3239273486898","230.72124558385707,608.4775368063366","244.17593971578992,615.3616641745957"
"213.427709141594,-2.7019122231331316","318.38361135994876,287.44389574815324","9.074242558460753,336.2036441550644","322.5846775218207,289.1666931864816","188.3231399179897,165.41935070943276","156.9363649123374,16.595261384540958","220.43983183389508,22.41075920223726","207.06247963515705,178.86377772468538","222.4598825358231,193.0083649631604","31.985582403635703,304.4350293823717","159.8524766023985,208.29779183354358","258.100386563906,391.18956035213245","223.64654588513804,248.61762347388358","235.67512975314247,536.8385552432286","234.54750678511448,536.3239273486898","230.72124558385707,608.4775368063366","244.17593971578992,615.3616641745957"
"213.427709141594,-2.7019122231331316","318.38361135994876,287.44389574815324","9.074242558460753,336.2036441550644","322.5846775218207,289.1666931864816","188.3231399179897,165.41935070943276","156.9363649123374,16.595261384540958","220.43983183389508,22.41075920223726","207.06247963515705,178.86377772468538","222.4598825358231,193.0083649631604","31.985582403635703,304.4350293823717","159.8524766023985,208.29779183354358","258.100386563906,391.18956035213245","223.64654588513804,248.61762347388358","235.67512975314247,536.8385552432286","234.54750678511448,536.3239273486898","230.72124558385707,608.4775368063366","244.17593971578992,615.3616641745957"
"213.427709141594,-2.7019122231331316","318.38361135994876,287.44389574815324","9.074242558460753,336.2036441550644","322.5846775218207,289.1666931864816","188.3231399179897,165.41935070943276","156.9363649123374,16.595261384540958","220.43983183389508,22.41075920223726","207.06247963515705,178.86377772468538","222.4598825358231,193.0083649631604","31.985582403635703,304.4350293823717","159.8524766023985,208.29779183354358","258.100386563906,391.18956035213245","223.64654588513804,248.61762347388358","235.67512975314247,536.8385552432286","234.54750678511448,536.3239273486898","230.72124558385707,608.4775368063366","244.17593971578992,615.3616641745957"
"213.427709141594,-2.7019122231331316","318.38361135994876,287.44389574815324","9.074242558460753,336.2036441550644","322.5846775218207,289.1666931864816","188.3231399179897,165.41935070943276","156.9363649123374,16.595261384540958","220.43983183389508,22.41075920223726","207.06247963515705,178.86377772468538","222.4598825358231,193.0083649631604","31.985582403635703,304.4350293823717","159.8524766023985,208.29779183354358","258.100386563906,391.18956035213245","223.64654588513804,248.61762347388358","235.67512975314247,536.8385552432286","234.54750678511448,536.3239273486898","230.72124558385707,608.4775368063366","244.17593971578992,615.3616641745957"
"213.427709141594,-2.7019122231331316","318.38361135994876,287.44389574815324","9.074242558460753,336.2036441550644","322.5846775218207,289.1666931864816","188.3231399179897,165.41935070943276","156.9363649123374,16.595261384540958","220.43983183389508,22.41075920223726","207.06247963515705,178.86377772468538","222.4598825358231,193.0083649631604","31.985582403635703,304.4350293823717","159.8524766023985,208.29779183354358","258.100386563906,391.18956035213245","223.64654588513804,248.61762347388358","235.67512975314247,536.8385552432286","234.54750678511448,536.3239273486898","230.72124558385707,608.4775368063366","244.17593971578992,615.3616641745957"
"213.427709141594,-2.7019122231331316","318.38361135994876,287.44389574815324","9.074242558460753,336.2036441550644","322.5846775218207,289.1666931864816","188.3231399179897,165.41935070943276","156.9363649123374,16.595261384540958","220.43983183389508,22.41075920223726","207.06247963515705,178.86377772468538","222.4598825358231,193.0083649631604","31.985582403635703,304.4350293823717","159.8524766023985,208.29779183354358","258.100386563906,391.18956035213245","223.64654588513804,248.61762347388358","235.67512975314247,536.8385552432286","234.54750678511448,536.3239273486898","230.72124558385707,608.4775368063366","244.17593971578992,615.3616641745957"
"283.9678038957054,368.4599494191923","284.21546428398403,359.76005583885575","285.0132921270823,358.3498943640564","281.31017505334046,358.20262626915127","287.5562995287231,359.25515319586725","184.52911418514032,-5.050809513270159","186.4467380390093,-6.077733485151358","174.15138054636202,38.171614747103085","190.83203724664475,75.8768805270065","174.16498592391554,507.59422213187014","541.8596800830114,69.7060106329417","186.79247696575953,599.3011059000335","190.07566328827977,596.3112857091287","179.46288902193658,595.3494892046145","180.76599043909215,594.1892126654836","177.39529680185285,554.0529837404243","175.946826563735,554.0101077306131"
"283.9678038957054,368.4599494191923","284.21546428398403,359.76005583885575","285.0132921270823,358.3498943640564","281.31017505334046,358.20262626915127","287.5562995287231,359.25515319586725","184.52911418514032,-5.050809513270159","186.4467380390093,-6.077733485151358","174.15138054636202,38.171614747103085","190.83203724664475,75.8768805270065","174.16498592391554,507.59422213187014","541.8596800830114,69.7060106329417","186.79247696575953,599.3011059000335","190.07566328827977,596.3112857091287","179.46288902193658,595.3494892046145","180.76599043909215,594.1892126654836","177.39529680185285,554.0529837404243","175.946826563735,554.0101077306131"
"283.9678038957054,368.4599494191923","284.21546428398403,359.76005583885575","285.0132921270823,358.3498943640564","281.31017505334046,358.20262626915127","287.5562995287231,359.25515319586725","184.52911418514032,-5.050809513270159","186.4467380390093,-6.077733485151358","174.15138054636202,38.171614747103085","190.83203724664475,75.8768805270065","174.16498592391554,507.59422213187014","541.8596800830114,69.7060106329417","186.79247696575953,599.3011059000335","190.07566328827977,596.3112857091287","179.46288902193658,595.3494892046145","180.76599043909215,594.1892126654836","177.39529680185285,554.0529837404243","175.946826563735,554.0101077306131"
"193.63203940781176,328.991019401105","260.3332725257725,324.1905657697744","259.2029052912493,323.1753961585375","232.43208315956917,322.6090546248024","261.0523863024285,322.47317124897404","227.4070413196133,419.0021203185797","264.91548251734633,330.2998375799869","184.2592870808761,439.99504059669107","218.77713487677073,443.05069919690084","161.6422021769364,449.65233116298333","219.8037611074485,443.1040723036235","219.54983915336402,448.4288404887752","188.4468831459372,479.23176093788","180.87893053344254,593.0450291021325","183.69891559289124,593.2078884733326","184.99525297291086,559.5127862715071","190.76010654315877,598.3078566970528"
"244.87348587689235,330.3502776743373","242.40146221353854,326.02223199629134","244.1695815208821,323.6454113912026","241.29088461909316,283.7240642146841","245.75853114740397,283.97694005112703","220.86213966102451,382.57202267182936","259.32514110520657,319.0398294174254","202.18236212229453,388.6010225644835","238.63536229115056,392.5806572465117","206.00249703848874,398.5931782407055","238.2576004800166,398.96690576456865","224.98112906370648,405.706119166274","230.38271518811177,405.6190550095376","178.22170753330573,593.9632549360105","178.22155292674262,594.4952879434429","199.60126352866803,463.2124192056025","228.63053968258868,462.57533804451907"
"182.81792874466123,317.618842811436","173.35739854152104,309.67281059532314","257.33728722004577,284.2558656685083","254.16512773565745,281.67386927029503","255.66309139979023,283.51043671485513","159.4122344139485,352.4276020925796","262.64686311358145,317.8708889141157","189.11629091255395,376.6998617565585","252.81954816528798,372.68518529513466","181.90590462888724,433.22337109754983","153.05512175207474,455.18090511574354","215.45456253229878,434.0145897772525","216.45233531313647,433.2026470496033","179.8147735595703,590.6783196712746","185.45489828503088,591.1136404549565","185.87627847278168,594.7732680502569","191.38264919533339,592.8786578345391"
"264.1738541599378,321.99657603460525","244.66494094908006,283.5441856532709","250.3999941042889,283.95363032122066","247.71882641269076,280.78902574828624","250.63832012131985,282.1069324062956","230.5115797584623,315.4599913363327","272.0342064349104,317.7724979267046","224.6909132189324,346.99624206305475","277.42531796466517,340.06738625611774","246.55597247409452,362.80618214885544","258.4395160600833,361.73520811800825","235.2959185054794,397.2087964009682","252.3374462498765,396.5289935991458","182.47539790409547,588.7341955756399","171.42721290439948,519.6288350027359","184.57279053921832,595.1536334442258","186.3254491902511,593.5446831966652"
"259.77092980410805,377.19391997222306","253.58253155422585,372.8207599328186","261.92871562794494,369.736736015587","252.77873203262743,371.64303968852596","272.7686069354937,369.3326749690312","234.31424413302528,415.4238066320753","283.7011075743442,407.4820581577167","222.058581875456,457.85623691425246","188.45285482443728,452.2910774913743","193.69991168901618,473.48541081647465","269.34382032698693,497.00056736571315","241.32002795623902,488.98753897225345","279.9264656393444,515.0238126168455","184.1383074452441,595.0566124823307","183.6292266845703,595.6148882320418","190.8410430789458,602.5610719673364","189.33596751291003,560.9993604370592"
"264.8859913154335,354.9184628497766","264.4858308784693,348.322233801222","265.7525031241926,347.8174469350377","267.07520092322204,348.429404529616","269.580909491513,349.6408544161904","273.3772929744498,365.62627354484584","274.4296418720646,395.6120413101137","190.5641040727786,596.9981123037375","226.7236030073945,477.4799421139728","182.5390185048144,592.4095302240394","187.32331860019076,588.9264622550994","182.27823588449206,604.332842993829","187.91606083732637,600.9532023032815","190.58219304066228,638.0321517528727","184.32008611181834,609.2391166241716","197.31494167342726,644.8918502154517","228.9732831071787,643.1743013255791"
"153.6808531646135,436.15503274049274","148.7762305114984,430.8007028780095","150.52363253938552,431.3230492261597","-132.95503798904122,44.651861970062846","253.32329499953454,317.8252728532724","181.97907218487813,4.381696769699512","185.16215075778592,5.595219784673549","174.25902536592594,76.48604500618426","188.1251855397503,76.33774939214209","173.70371724288287,601.1856821260563","539.9514026790278,69.29223398290256","185.37496669190404,604.0245679565904","185.09876206691166,600.1644149364664","179.15298016618664,607.2412334991336","180.10454491047545,606.7572092731639","271.96961954317203,649.5345000626976","269.8973311487339,649.5179053874331"
"140.737307656136,5.767277381763384","142.76551385426802,4.276134253475917","186.83762208218707,-4.289758228606287","-133.32157149852947,44.91230189104488","138.8675345335489,4.780579819289627","181.15699043719223,9.647770336165966","186.4719389087959,10.046959711883781","141.62161854547287,42.029198969384574","195.55874639726335,72.26694047682943","148.4573158234474,65.00828479514512","540.0995181822127,68.0206959349636","186.67064699403045,588.4160409177788","495.59160424948664,522.7764203854572","176.21970714762057,603.0857724438381","185.67687465801316,601.7809292685661","185.59153183517753,609.3334747195707","190.27611069734922,608.1033075829888"
"267.307207396986,369.71936949496137","154.70071535815526,429.8520277446346","270.5374409716417,358.7478578322592","259.56056824917925,343.5688241446528","275.71498286028316,361.30089073329583","174.8238417926002,434.20793704021764","171.0876195885328,438.632540572942","172.33324601585304,45.124332635783034","176.29128998633956,458.0948914999164","165.1521190242545,461.6322973822805","160.79963505963872,462.3966944356836","185.11576878885353,504.76988558639346","177.14792630088004,505.78524815897066","183.40995592644242,542.1625901752873","186.2420002978136,541.1991727955146","236.4415338122891,648.0899914693275","186.89312583834283,559.3378089281372"
"263.11543695472096,364.9621392038546","259.4701813872223,356.06631267859314","264.02203051496576,353.9355563746352","254.97014478394033,358.6221628151979","266.94218130148806,359.1839504613023","157.57987607963355,429.36688434289124","142.39364641835255,430.2864609061512","187.95250933457908,439.9295495177985","183.29890976249015,444.36140839691757","156.97698778679398,469.7579766061983","141.56526445322004,444.95063514561036","230.62819175868646,474.6437577422027","228.32868969394076,473.4030163241731","183.54384521009393,594.2358321252964","192.28881758752965,594.3668914676176","190.81551367021257,605.0081305002888","197.567336887701,603.3519047243585"
"140.12576139576242,443.40987743570645","141.11126228065342,437.2716614244513","146.295374948227,435.90742474863964","152.7512812039268,442.2638028512205","151.6030955630054,437.4297739466804","153.13157469753162,463.01799135913177","167.85224534565373,462.1206439422726","148.98351926098542,522.3616306883815","146.42168851028623,517.6910786313306","144.03645710629712,463.2714653757296","175.8614450892586,595.3405357984253","158.96024212670233,598.3520834362461","190.2724387914754,599.332018306747","187.21721984625793,637.5078757913196","213.25673360861697,563.6433167216379","192.26294031402944,645.4614720919716","193.0779101598124,644.3991813214373"
"236.15357908850052,304.6766941649441","231.20862344823462,292.4137887323877","237.27246678571294,298.9898726170165","234.904802552457,294.0042146912808","240.18127331566717,298.5789614428806","222.3465752508854,318.6073258693116","243.12335890833043,321.0954079832084","218.4956929544531,351.61345960565114","248.71080144741194,352.4967594369376","220.24394531843728,376.8192662339266","238.90140153461857,370.4960002973386","228.58102693075335,385.187459270314","233.89054484682788,385.63119316843233","231.3437302585706,414.1687860748647","237.0218881985557,414.4566458023012","219.10497809384123,453.44371276142994","224.8718415494095,452.7034358755624"
"152.12164597566954,449.08093404213275","148.7863958930227,435.959215572372","148.2055003837853,439.5296950284609","103.03433275037241,114.66849212052756","149.18539678076365,438.56971236054534","93.8539109879431,-7.416874332650626","162.62836013972066,453.9737389709235","130.07417030186042,469.90084518254497","136.65171327108538,466.8438744452213","129.11359972527055,470.6429744972793","128.83240903861793,470.44738888276686","128.4102558180516,475.4328924394303","130.6408806589327,478.43679880817575","176.4143181589327,542.9981127787192","169.4944376073459,542.5660723378222","181.08436400417224,589.0131404891551","181.08150378275474,587.5797850612536"
