0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
"182.4370941280855,167.97029962799428","376.4649294842078,376.5735106709402","203.27686063417667,162.10778677973767","344.8671358457335,340.32290566292255","211.7516387167608,162.99025687726092","249.03667343080275,221.558982760062","234.99544065007905,220.10239478679017","297.5272439741439,301.44148503759953","294.3837833330325,295.2104160293995","332.906501562215,371.7323036045416","334.3260796988521,346.76179403460907","201.33121434074434,405.00879547475375","262.47360713379857,414.70923219673364","268.09216424370555,610.6867125989862","258.9727927478835,611.8938787438062","265.55679054111823,661.4377448530976","262.0530579563245,660.4257012155733"
"342.9418589669907,401.10680843605604","347.0346425572258,381.04978925059277","344.2973333573991,385.6252499591516","329.78205752836595,384.5755016757356","197.39135596724338,210.7805096221805","256.43542848579614,92.8664849426032","243.46849873464862,88.39174040560592","144.137879011696,402.0445619575708","284.92122391875154,311.9161598413371","323.0836702042517,353.23776957589826","319.1292788138186,338.29206474096395","190.31466570902427,441.8059055907253","271.2528055391423,444.8223158543212","253.04061622471198,631.6269544311998","262.99677641753556,633.7125191892632","262.58405419731884,665.501587864026","264.1370384720977,666.2705002127918"
"375.8949917151307,402.35461223914","380.5043158327095,389.3020511137372","373.7517775598667,375.9174035217047","382.30607173043927,365.239810572524","214.44049808487358,162.59781210339023","262.50352350376,221.5395708492294","265.7168469855758,229.51072663184732","322.83914059887604,310.4654378928099","324.2569214342169,292.81267841502387","189.34311806645377,402.4500895103128","350.0727098368485,357.82507811075055","214.18031456498323,449.1208384473036","275.3013523265082,450.0090394966333","206.41827273832683,586.1793874302726","261.23712181952214,631.3784202249134","250.25188101683148,668.5897411539397","255.95898903575852,669.3649054501307"
"366.88959424504975,342.66236895253223","385.36460505385344,369.7902634913819","367.2396718184772,332.5130655607825","356.1528158521838,322.78262335038835","209.66097146713315,155.36936451952744","323.9556318943603,332.4871701489163","234.32311468458363,217.70066287267068","294.8882645484539,274.5226834070822","297.5641949427267,281.1751413901956","269.6554685065719,409.44748518531884","351.9516240724794,355.99557305124483","229.98779204847284,474.7982811835025","270.63600265562303,454.60819585777904","260.48909661556496,622.4231616068442","260.78855020248477,625.1409449002158","266.72389616019996,667.4050357091287","265.3856990532189,667.8620453474587"
"340.54091567102574,409.71072304573505","334.5825719870482,398.02309325696893","151.7016572469867,186.8825949583536","318.627870403839,379.3371029864953","181.18903264739635,177.33145242535187","225.15341875246992,206.02252678184658","218.22374000994614,212.86098020086027","187.92956958577793,264.5073144816239","272.37034042892753,294.5290502407207","317.6898917112833,364.2392288386126","308.6272028466607,337.9364369908195","190.1992325838438,444.137225911775","252.46493868697945,446.40564083589186","220.37043281287998,622.9350494503511","261.04394091891874,626.9616509226046","241.5130155986385,671.3395174375304","266.42811447915403,671.7594013139895"
"374.561046288635,398.8663343140123","383.74058872623664,380.2139965012843","375.7582711987922,381.77339427665976","365.0463264851255,375.4595448534776","182.78561597297164,159.31352325914435","230.26849958961577,221.85355754214038","207.92242066498397,231.51980151462183","335.2813743264759,317.8654088120516","304.22124433702993,288.2500110433259","185.7427757055379,414.6957634951818","344.33907712943824,364.270681537079","214.40221363468396,440.9033096254104","266.6268032385682,446.2274989265412","230.9991508810437,617.8389404534365","257.16024337946675,618.7738381471152","242.52021937982585,664.4731039203094","244.56311320145306,665.1047049793287"
"373.58762404148683,352.12611929451907","388.02932647230097,388.6491085304824","370.66339550686257,340.13418947212426","368.8407773860234,332.10638023999877","208.3648853227786,147.92760782204712","330.5671689816486,334.1035301119437","237.78564462030909,203.80470632115225","320.4525563874597,295.58358396537574","301.72755642902064,275.47625975850025","360.510546777035,334.09280146142385","364.0572309976422,334.1060386093674","231.86593325128814,471.3241666207517","276.06994020335867,429.00569930614665","255.53482592987183,622.0374318876155","259.3396741221387,623.18929531231","247.2532094220707,666.9676309429717","246.584748620653,667.8749351649897"
"339.93696445806484,412.55748169895276","335.2628795163641,400.5157678507645","165.18106910319648,205.46197408832","311.79358391075283,282.02519398255106","227.30194750834067,51.66208475016434","225.35052279461217,230.40836349071694","214.4010927371014,237.34929867755577","143.66528539991566,426.40122291179017","286.105181653212,306.3132185880312","326.6608988839829,370.45694492206496","318.39800909613825,351.5975595912117","192.7125748511882,446.0223038372826","263.7589674478375,444.72764902077756","227.5702671986146,623.6874057161205","261.2352472149445,621.9537252582","247.55158076304872,663.2597630126003","257.7875015318162,666.3125657849738"
"216.03926522815277,58.58240684182727","376.3127096599178,381.50556393634486","218.51177203701627,48.81895377014398","360.6777924266771,377.77477219874754","232.42634339091381,47.79428563693154","189.8091022476612,238.6166880566786","223.89333661149914,253.76409538061236","180.0423157688245,395.67062437302405","299.0421177311166,290.1841397415339","203.78112926557372,417.84049305006687","345.44466866222336,364.3436595159746","205.4335062346106,447.4237820517692","273.3695046688332,454.88517256562346","229.67295510852387,608.2476040732536","255.8411401830295,613.2608168783819","193.4434387266404,393.7058148217108","252.6659272190198,639.5923599658773"
"199.9329525839958,63.7652616092667","383.4263218979891,365.78531228150837","223.42207648132563,46.37501156283724","367.50080230356656,353.10589979594783","220.70633489705244,168.89931200079417","252.0379153596752,224.75754852888647","231.50809636097478,84.76542758570571","312.6296768782204,300.5396995099138","312.99984364194165,291.9972237909814","204.13382548766378,416.7492580784898","372.36564275541195,348.55865003533864","216.33900870237835,448.266598593864","272.303009270694,452.08966444438533","229.76347725122355,628.0817143184202","256.28658101716394,626.015908801602","242.3194820834505,665.9895485013375","243.6601722212617,665.8528546878799"
"149.1775891493267,219.7526716536585","131.39157282610347,213.10623406436193","157.62695377809996,208.05357996127947","128.90971232017193,200.6085911613494","174.70471743572546,192.34872662139773","261.2509011294592,93.09993922014644","228.43231474286387,244.25716029066982","160.36534522386842,351.85003020883994","293.0191098521192,309.4439198534776","165.24198408906102,436.95169292999145","320.57396119114026,364.1910656880776","203.28700668988063,442.79259410813626","263.2499060129841,440.4073989808791","263.1730858769398,619.2347456045187","230.9482466701404,615.1791227466865","231.70730691753937,620.6545937386004","234.52149423087155,657.1596375699173"
"203.11844688445217,58.25605132700404","363.85567235390033,383.7425261619954","208.61614031364945,47.74511908742704","130.83634200634197,213.17643339995743","232.0558480882459,46.84743881225586","258.29244656692686,90.83097435620972","239.50801971079312,274.2507043979511","163.63187268921376,385.79632948344783","307.7338861250228,307.82476195101606","176.06146733027953,428.6775106585907","345.593438827574,369.70130831351076","255.65518713925138,443.4761017676921","274.7898944899266,447.7543248276766","260.5714825878812,615.8231891082883","224.513502187766,620.0750536491898","234.7700242810676,663.8132533210725","238.23100815116203,663.9382922695768"
"373.1444733170684,411.814387577517","384.115036159174,384.8284354005806","382.0064828627768,386.8616304508907","371.0850365931886,373.43538039389284","237.77632957488186,49.23363251444894","247.8950199171727,237.21258556796417","195.62495665791437,235.40718137986","330.5932395133527,310.2368172968408","325.0627115153153,309.132904765207","184.33121778436208,429.445381016119","362.5668623809221,355.5961044845878","222.082410611995,447.5935494389515","280.92280830947345,449.047204399851","257.22355476705945,624.9356726264211","259.6786296859326,625.5803178720437","237.7957326985519,661.6425926119437","245.42838815770727,662.0211827615819"
"167.63413413674914,203.9031359008314","338.4773625474032,338.98923406341197","178.13597819406237,183.53676109462396","336.18095261391966,339.9683584962837","197.0558017478379,185.07273336328885","223.83499195974628,231.8191424418052","226.91856188347367,235.76155488129254","177.35676111599815,318.2494597676199","290.6473871965817,309.6667902015063","146.76611328125,427.2442710074933","328.3110340578547,364.39572048558335","212.03105142793765,439.6197693821057","271.12836658166077,414.1715647181648","226.3956824870425,617.2769598459919","234.28602843525812,618.3775727387068","230.28154451837798,653.5898527746534","235.0451273342979,652.3753540989026"
"155.9805484875631,212.5493669324348","331.5811561257923,399.7652254215938","160.4738790311702,194.10280309298622","327.81770384079755,384.1441558956636","172.3574805946202,204.50824336782966","174.04702111626415,296.1130312908484","224.41470859394002,275.6482076088278","149.85213758416677,390.55946439156736","296.93278173899375,325.48838515226015","172.7577956381475,434.1941981927894","335.9450036727965,368.2552946216865","203.77546680019987,449.7604281058107","269.6722626444895,448.0632945257402","228.68480658623957,619.8027080135123","227.88852480877233,621.0446071995835","231.54620687878088,660.4213788815509","239.21697285574237,660.7315835321923"
"183.14136567468313,172.5920324659533","377.5316567921917,372.26167374547816","228.9728772649505,45.72258515116769","264.18883167073886,151.28015674041868","211.74257490699858,162.62218312066815","263.9976026779947,91.66993167149882","225.7197425931344,230.6749974707221","329.67479922520977,294.46489059507616","318.97430506012324,295.8391419644486","371.54391853540324,345.78992494813195","370.5783618971532,349.2516513928365","215.84318545449105,445.27465582821617","212.08736686854974,468.4825021469175","236.7432678460147,605.2928256617446","226.70649965635073,607.787429868943","240.42342584513506,659.0475713232612","240.43266358728079,659.3535308244163"
"351.50260796157306,335.9899973591014","348.4373106010229,329.3756299445601","346.392290939153,328.4427004565525","342.95094210257326,326.97553820183305","190.3966071874715,152.0961613042809","319.5404163167634,327.65182910726224","221.39046893880527,245.50807077133237","293.3508568849081,292.8246034258534","287.24430348437124,299.64202405877614","331.937118411528,379.62855179486104","335.99422653732597,367.57329206058483","212.2487374687937,444.6756266434369","266.40718461567326,444.12263803444944","259.81727312139964,625.999005388193","254.6448719009815,625.980674060866","228.19742872186208,651.5870684315722","235.56835459549603,583.9007069628526"
