鼻子,右眼,左眼,右耳,左耳,右肩,左肩,右肘,左肘,右手,左手,右胯,左胯,右膝盖,左膝盖,右脚踝,左脚踝
"[761.8270874023438, 258.59490966796875]","[767.3717651367188, 241.9611053466797]","[767.3717651367188, 247.5056915283203]","[806.1838989257812, 241.9611053466797]","[767.3717651367188, 696.6182250976562]","[822.8176879882812, 319.58551025390625]","[817.2731323242188, 319.58551025390625]","[872.7191162109375, 419.3882751464844]","[811.728515625, 430.4774475097656]","[828.3623657226562, 502.5572509765625]","[739.6487426757812, 408.299072265625]","[800.6393432617188, 513.646484375]","[822.8176879882812, 519.1910400390625]","[667.5689697265625, 585.7262573242188]","[789.5501098632812, 652.2614135742188]","[767.3717651367188, 707.7073974609375]","[828.3623657226562, 801.9655151367188]"
"[761.9789428710938, 249.22731018066406]","[772.4606323242188, 233.50466918945312]","[767.2197875976562, 233.50466918945312]","[803.9059448242188, 233.50466918945312]","[824.8694458007812, 228.2637939453125]","[824.8694458007812, 306.87701416015625]","[814.3877563476562, 306.87701416015625]","[856.3147583007812, 416.9355163574219]","[819.6286010742188, 416.9355163574219]","[798.6651000976562, 490.307861328125]","[751.4971313476562, 432.6581726074219]","[814.3877563476562, 495.5487365722656]","[835.3512573242188, 495.5487365722656]","[693.8474731445312, 605.6072387695312]","[761.9789428710938, 631.8116455078125]","[772.4606323242188, 741.8701782226562]","[814.3877563476562, 783.7971801757812]"
"[761.7182006835938, 248.00404357910156]","[767.1300048828125, 231.76853942871094]","[761.7182006835938, 231.76853942871094]","[799.6010131835938, 231.76853942871094]","[815.8364868164062, 220.9449005126953]","[815.8364868164062, 302.1224060058594]","[832.072021484375, 296.7105712890625]","[837.4838256835938, 415.7709045410156]","[821.2483520507812, 415.7709045410156]","[761.7182006835938, 475.3010559082031]","[761.7182006835938, 453.6537170410156]","[821.2483520507812, 491.53656005859375]","[826.66015625, 486.1247253417969]","[718.4235229492188, 626.8323364257812]","[734.6589965820312, 621.4205322265625]","[777.9536743164062, 772.9518432617188]","[799.6010131835938, 740.4808349609375]"
"[758.0104370117188, 249.72193908691406]","[769.044677734375, 233.17063903808594]","[763.5275268554688, 238.68772888183594]","[802.1472778320312, 233.17063903808594]","[813.1814575195312, 222.1364288330078]","[813.1814575195312, 304.8929748535156]","[846.2841186523438, 299.3758544921875]","[818.6985473632812, 420.7521057128906]","[873.8695678710938, 409.7178955078125]","[724.9078979492188, 453.8547058105469]","[780.0789184570312, 453.8547058105469]","[818.6985473632812, 492.47442626953125]","[824.2156982421875, 492.47442626953125]","[752.4933471679688, 652.4703369140625]","[702.8394165039062, 591.7822265625]","[796.6301879882812, 806.9491577148438]","[791.1130981445312, 724.192626953125]"
"[759.9931030273438, 260.30712890625]","[765.710693359375, 243.1543731689453]","[754.2755126953125, 248.8719482421875]","[800.0161743164062, 237.43678283691406]","[817.1690063476562, 237.43678283691406]","[817.1690063476562, 311.76544189453125]","[845.7568969726562, 306.0478515625]","[800.0161743164062, 426.1171875]","[891.4976196289062, 408.96441650390625]","[697.0996704101562, 426.1171875]","[857.1920776367188, 483.2930603027344]","[811.4513549804688, 494.7282409667969]","[822.8865356445312, 500.4458312988281]","[777.1458740234375, 666.2557983398438]","[691.3820190429688, 569.0568237304688]","[817.1690063476562, 832.0658569335938]","[771.4282836914062, 700.5613403320312]"
"[759.2582397460938, 278.14361572265625]","[764.9452514648438, 261.08245849609375]","[764.9452514648438, 266.76953125]","[799.0674438476562, 255.3954315185547]","[804.7545776367188, 244.0213623046875]","[810.4415893554688, 335.01397705078125]","[844.5637817382812, 323.639892578125]","[764.9452514648438, 437.38067626953125]","[901.4341430664062, 420.319580078125]","[685.3267211914062, 397.5714111328125]","[878.68603515625, 505.6251220703125]","[810.4415893554688, 516.9991455078125]","[821.8156127929688, 516.9991455078125]","[793.3804321289062, 687.6102905273438]","[679.6397094726562, 551.1214599609375]","[833.189697265625, 841.1603393554688]","[764.9452514648438, 664.8621826171875]"
"[758.913818359375, 283.56695556640625]","[764.4483642578125, 266.96343994140625]","[758.913818359375, 278.032470703125]","[797.6554565429688, 266.96343994140625]","[764.4483642578125, 659.9140014648438]","[814.2589721679688, 338.912109375]","[847.466064453125, 333.37762451171875]","[753.3793334960938, 438.5334167480469]","[908.3457641601562, 416.3953552246094]","[681.4306030273438, 372.1192321777344]","[897.2767333984375, 510.4820861816406]","[808.7244873046875, 532.6201782226562]","[830.862548828125, 538.1547241210938]","[670.361572265625, 538.1547241210938]","[675.8961181640625, 538.1547241210938]","[753.3793334960938, 648.8450317382812]","[836.3970336914062, 848.0874633789062]"
"[757.0529174804688, 284.2215576171875]","[762.6256713867188, 267.50311279296875]","[757.0529174804688, 278.64874267578125]","[796.0626220703125, 267.50311279296875]","[818.3539428710938, 267.50311279296875]","[807.208251953125, 334.376953125]","[846.2179565429688, 334.376953125]","[740.3344116210938, 429.1148986816406]","[907.5189819335938, 412.39642333984375]","[684.606201171875, 362.2410583496094]","[907.5189819335938, 507.1343688964844]","[812.7810668945312, 534.9984741210938]","[818.3539428710938, 529.4255981445312]","[801.6354370117188, 691.0374145507812]","[673.4605712890625, 534.9984741210938]","[835.0723266601562, 841.5034790039062]","[757.0529174804688, 657.6005249023438]"
"[757.4591674804688, 279.95916748046875]","[757.4591674804688, 262.84136962890625]","[757.4591674804688, 274.25323486328125]","[791.6947631835938, 251.4294891357422]","[814.5184936523438, 257.13543701171875]","[808.8125610351562, 325.606689453125]","[843.0481567382812, 325.606689453125]","[751.7532348632812, 428.3134765625]","[900.1074829101562, 405.48974609375]","[694.6939086914062, 359.84228515625]","[900.1074829101562, 502.4906005859375]","[814.5184936523438, 536.7261962890625]","[785.9888305664062, 525.3143310546875]","[791.6947631835938, 679.3745727539062]","[671.8701782226562, 553.843994140625]","[825.9303588867188, 833.4347534179688]","[751.7532348632812, 662.2567138671875]"
"[753.0909423828125, 265.58306884765625]","[758.7592163085938, 248.57818603515625]","[753.0909423828125, 259.9147644042969]","[787.1006469726562, 242.90988159179688]","[809.7738037109375, 242.90988159179688]","[804.1055297851562, 316.59765625]","[843.7835083007812, 310.9293518066406]","[781.432373046875, 418.6268310546875]","[889.1298217773438, 401.6219482421875]","[707.74462890625, 373.280517578125]","[877.7932739257812, 503.6511535644531]","[809.7738037109375, 509.3194274902344]","[832.4469604492188, 509.3194274902344]","[770.0957641601562, 656.6948852539062]","[690.7398071289062, 571.6705932617188]","[809.7738037109375, 815.406982421875]","[758.7592163085938, 702.0411987304688]"
