±Ç×Ó,ÓÒÑÛ,×óÑÛ,ÓÒ¶ú,×ó¶ú,ÓÒ¼ç,×ó¼ç,ÓÒÖâ,×óÖâ,ÓÒÊÖ,×óÊÖ,ÓÒ¿è,×ó¿è,ÓÒÏ¥¸Ç,×óÏ¥¸Ç,ÓÒ½Åõ×,×ó½Åõ×
"[300.2490234375, 337.48077392578125]","[311.4836730957031, 326.2461242675781]","[289.0143737792969, 326.2461242675781]","[333.9530029296875, 337.48077392578125]","[272.162353515625, 343.0981140136719]","[367.656982421875, 427.35809326171875]","[238.45835876464844, 432.97540283203125]","[406.978271484375, 522.8526611328125]","[199.1370849609375, 534.0873413085938]","[480.0035400390625, 545.3219604492188]","[120.49444580078125, 573.4086303710938]","[350.8049621582031, 629.5819091796875]","[260.9277038574219, 629.5819091796875]","[345.1876525878906, 770.0151977539062]","[266.5450439453125, 770.0151977539062]","[333.9530029296875, 910.4483032226562]","[266.5450439453125, 916.0657348632812]"
"[297.1396484375, 315.84100341796875]","[314.5021667480469, 304.2659912109375]","[285.5646667480469, 310.05352783203125]","[331.8646240234375, 321.62847900390625]","[268.2021789550781, 321.62847900390625]","[366.5896301269531, 414.22845458984375]","[239.26466369628906, 414.22845458984375]","[412.88958740234375, 518.4033813476562]","[204.53968811035156, 518.4033813476562]","[482.3395690917969, 541.5534057617188]","[129.30223083496094, 570.4909057617188]","[349.2271423339844, 611.0033569335938]","[262.4146728515625, 616.7908325195312]","[349.2271423339844, 755.6907348632812]","[268.2021789550781, 755.6907348632812]","[337.6521301269531, 900.3781127929688]","[262.4146728515625, 906.1655883789062]"
"[299.87530517578125, 308.1356506347656]","[316.47613525390625, 297.0684509277344]","[288.8081359863281, 297.0684509277344]","[333.0769348144531, 308.1356506347656]","[266.6737060546875, 308.1356506347656]","[371.8121643066406, 396.67327880859375]","[239.0056915283203, 402.2068786621094]","[405.0137634277344, 496.27813720703125]","[211.3376922607422, 501.81170654296875]","[471.4169921875, 546.0805053710938]","[139.40086364746094, 551.6141357421875]","[355.21136474609375, 601.4165649414062]","[266.6737060546875, 601.4165649414062]","[349.677734375, 750.8237915039062]","[266.6737060546875, 745.2902221679688]","[333.0769348144531, 872.56298828125]","[261.1401062011719, 878.0966186523438]"
"[303.5511169433594, 299.69464111328125]","[314.205078125, 289.04071044921875]","[287.5701904296875, 289.04071044921875]","[335.51300048828125, 305.0216064453125]","[271.5892639160156, 305.0216064453125]","[372.80181884765625, 390.2532958984375]","[239.6273651123047, 390.2532958984375]","[404.763671875, 491.4658203125]","[207.66554260253906, 496.7928161621094]","[468.6874084472656, 539.4086303710938]","[133.0878448486328, 539.4086303710938]","[351.4939270019531, 571.3704223632812]","[266.26226806640625, 571.3704223632812]","[346.16693115234375, 709.8718872070312]","[276.9162292480469, 704.5448608398438]","[324.8590393066406, 837.7192993164062]","[271.5892639160156, 837.7192993164062]"
"[304.28802490234375, 301.0332946777344]","[320.14617919921875, 285.1751403808594]","[288.42987060546875, 285.1751403808594]","[336.00433349609375, 301.0332946777344]","[272.57171630859375, 301.0332946777344]","[367.72064208984375, 390.8962097167969]","[240.85537719726562, 385.6101379394531]","[404.7230224609375, 491.3312072753906]","[214.42510986328125, 480.75909423828125]","[468.1556396484375, 533.61962890625]","[140.4203643798828, 528.3335571289062]","[351.86248779296875, 570.6220092773438]","[267.28564453125, 570.6220092773438]","[346.576416015625, 708.0593872070312]","[283.143798828125, 697.4872436523438]","[320.14617919921875, 808.494384765625]","[277.8577880859375, 819.0664672851562]"
"[304.5526428222656, 294.4676513671875]","[320.2880859375, 283.97735595703125]","[288.81719970703125, 283.97735595703125]","[336.0235290527344, 299.7127990722656]","[267.8365783691406, 299.7127990722656]","[372.7395935058594, 388.8803405761719]","[241.61082458496094, 383.63519287109375]","[404.2104797363281, 488.5382080078125]","[210.1399383544922, 478.04791259765625]","[467.15228271484375, 525.2542114257812]","[136.70782470703125, 514.7639770507812]","[351.7590026855469, 572.4606323242188]","[267.8365783691406, 572.4606323242188]","[346.51385498046875, 708.8345336914062]","[283.5720520019531, 703.58935546875]","[320.2880859375, 818.9826049804688]","[283.5720520019531, 824.227783203125]"
"[302.58660888671875, 295.263671875]","[318.8739318847656, 284.4054260253906]","[286.29925537109375, 284.4054260253906]","[340.59039306640625, 300.6927795410156]","[270.0119323730469, 300.6927795410156]","[373.16510009765625, 387.55859375]","[237.43724060058594, 387.55859375]","[400.3106689453125, 485.28265380859375]","[199.4334259033203, 485.28265380859375]","[470.8891296386719, 517.8573608398438]","[117.99671936035156, 501.57000732421875]","[356.87774658203125, 588.4358520507812]","[270.0119323730469, 588.4358520507812]","[346.01953125, 729.5927734375]","[280.8701477050781, 729.5927734375]","[324.3030700683594, 849.033203125]","[286.29925537109375, 854.4623413085938]"
"[301.1459655761719, 305.99700927734375]","[317.88189697265625, 294.8397521972656]","[289.98870849609375, 294.8397521972656]","[340.1964111328125, 305.99700927734375]","[273.2528381347656, 305.99700927734375]","[373.668212890625, 395.2551574707031]","[239.78102111816406, 395.2551574707031]","[401.5613708496094, 490.0918884277344]","[195.15196228027344, 490.0918884277344]","[474.0836181640625, 512.4064331054688]","[111.47245788574219, 501.2491455078125]","[356.93231201171875, 612.8218383789062]","[267.6741943359375, 612.8218383789062]","[345.7750549316406, 757.8662719726562]","[278.8314514160156, 757.8662719726562]","[334.6177673339844, 880.5961303710938]","[284.41009521484375, 880.5961303710938]"
"[304.6176452636719, 317.0225830078125]","[316.10223388671875, 305.53802490234375]","[287.3908386230469, 305.53802490234375]","[339.0713195800781, 317.0225830078125]","[270.1640319824219, 322.76483154296875]","[373.5249938964844, 408.89898681640625]","[235.71034240722656, 414.6412658691406]","[413.7209167480469, 500.7754211425781]","[189.7721405029297, 500.7754211425781]","[482.6282043457031, 512.2599487304688]","[103.63798522949219, 512.2599487304688]","[356.2981262207031, 615.6209106445312]","[270.1640319824219, 615.6209106445312]","[344.8135986328125, 764.9201049804688]","[275.9062805175781, 764.9201049804688]","[333.32904052734375, 896.9923706054688]","[281.6485595703125, 902.7346801757812]"
"[302.8572692871094, 337.82470703125]","[314.3750305175781, 326.3070068359375]","[291.3395080566406, 332.06585693359375]","[337.4104919433594, 337.82470703125]","[274.0628967285156, 343.5835876464844]","[371.96368408203125, 424.20782470703125]","[239.50965881347656, 429.9666748046875]","[418.0346984863281, 516.3497314453125]","[187.67984008789062, 516.3497314453125]","[498.6588439941406, 516.3497314453125]","[95.53791809082031, 527.8674926757812]","[354.6871032714844, 631.5271606445312]","[268.3040466308594, 631.5271606445312]","[343.1693420410156, 775.4989013671875]","[274.0628967285156, 775.4989013671875]","[343.1693420410156, 902.1940307617188]","[279.8218078613281, 907.952880859375]"
"[304.5232238769531, 359.2057800292969]","[315.4072570800781, 348.32171630859375]","[293.63916015625, 348.32171630859375]","[337.1754150390625, 359.2057800292969]","[271.8710021972656, 359.2057800292969]","[375.2696533203125, 440.8363037109375]","[244.6608123779297, 446.2783508300781]","[424.2479553222656, 527.9088745117188]","[190.240478515625, 533.3508911132812]","[494.9944152832031, 527.9088745117188]","[103.16793823242188, 549.6769409179688]","[348.0594787597656, 642.1915893554688]","[266.4289855957031, 642.1915893554688]","[337.1754150390625, 783.6844482421875]","[277.3130187988281, 789.12646484375]","[342.6174621582031, 914.293212890625]","[282.75506591796875, 919.7352294921875]"
"[306.7064514160156, 375.2788391113281]","[323.0353088378906, 358.949951171875]","[295.82049560546875, 358.949951171875]","[339.36419677734375, 369.83587646484375]","[274.04864501953125, 369.83587646484375]","[372.02197265625, 456.92327880859375]","[246.83384704589844, 456.92327880859375]","[431.8945617675781, 538.5676879882812]","[192.40420532226562, 544.0106811523438]","[518.9819946289062, 538.5676879882812]","[99.87385559082031, 560.3395385742188]","[350.2501220703125, 647.4269409179688]","[263.1627502441406, 647.4269409179688]","[339.36419677734375, 788.9439086914062]","[268.6056823730469, 788.9439086914062]","[339.36419677734375, 919.5750122070312]","[284.9346008300781, 925.0179443359375]"
"[309.4830017089844, 369.4996337890625]","[320.3132629394531, 358.66937255859375]","[293.237548828125, 358.66937255859375]","[341.9738464355469, 369.4996337890625]","[276.9921569824219, 369.4996337890625]","[374.46466064453125, 450.72674560546875]","[244.5012969970703, 450.72674560546875]","[423.200927734375, 531.953857421875]","[195.76502990722656, 548.1992797851562]","[499.01287841796875, 553.6144409179688]","[114.53791809082031, 575.2749633789062]","[352.8041076660156, 640.2566528320312]","[266.161865234375, 640.2566528320312]","[341.9738464355469, 781.05029296875]","[271.5770263671875, 781.05029296875]","[336.5586853027344, 916.4287109375]","[287.8224182128906, 921.8438720703125]"
"[308.8529357910156, 354.268798828125]","[319.882080078125, 337.7250671386719]","[297.8237609863281, 343.2396545410156]","[341.9403991699219, 348.7542419433594]","[275.7654724121094, 354.268798828125]","[369.5132751464844, 436.98748779296875]","[242.67796325683594, 436.98748779296875]","[419.1445007324219, 525.220703125]","[204.07594299316406, 536.2498779296875]","[496.3485412597656, 547.279052734375]","[126.87184143066406, 591.3956298828125]","[352.96954345703125, 624.4830932617188]","[264.7362976074219, 629.9977416992188]","[347.4549560546875, 767.8621215820312]","[275.7654724121094, 778.8912963867188]","[341.9403991699219, 911.2411499023438]","[286.79461669921875, 916.7556762695312]"
"[310.58343505859375, 338.71221923828125]","[322.2993469238281, 326.99627685546875]","[298.8675231933594, 321.1383361816406]","[339.8732604980469, 332.854248046875]","[275.4356689453125, 332.854248046875]","[369.1630859375, 414.8657531738281]","[246.14585876464844, 414.8657531738281]","[416.0267333984375, 514.4511108398438]","[210.99806213378906, 520.3090209960938]","[486.32232666015625, 543.7409057617188]","[140.70252990722656, 584.7466430664062]","[357.4471435546875, 614.0364379882812]","[269.57769775390625, 614.0364379882812]","[357.4471435546875, 754.6275024414062]","[269.57769775390625, 754.6275024414062]","[339.8732604980469, 901.0765991210938]","[281.2936096191406, 906.9345092773438]"
"[312.4266662597656, 324.84600830078125]","[323.7511291503906, 313.52154541015625]","[295.44000244140625, 313.52154541015625]","[340.7377624511719, 319.18377685546875]","[278.4533386230469, 319.18377685546875]","[374.7111511230469, 404.11712646484375]","[244.47999572753906, 409.77935791015625]","[414.3466796875, 500.3748779296875]","[210.50665283203125, 511.6993408203125]","[482.2933654785156, 540.0104370117188]","[148.22219848632812, 568.3215942382812]","[357.7244567871094, 607.9570922851562]","[267.1288757324219, 613.619384765625]","[357.7244567871094, 749.5126953125]","[278.4533386230469, 749.5126953125]","[340.7377624511719, 879.7437744140625]","[284.1155700683594, 885.406005859375]"
"[310.8719482421875, 320.19732666015625]","[327.0535888671875, 309.4095458984375]","[300.08416748046875, 309.4095458984375]","[343.2352294921875, 314.803466796875]","[278.5086364746094, 314.803466796875]","[375.5985412597656, 395.71173095703125]","[246.1453094482422, 401.1055908203125]","[413.3557434082031, 492.8016357421875]","[213.78199768066406, 503.58941650390625]","[483.47625732421875, 535.9526977539062]","[149.05540466308594, 552.1343383789062]","[364.810791015625, 584.4976806640625]","[273.11474609375, 584.4976806640625]","[359.4169006347656, 713.950927734375]","[283.90252685546875, 713.950927734375]","[332.4474792480469, 838.01025390625]","[283.90252685546875, 848.7979736328125]"
"[313.6025390625, 318.2745361328125]","[324.146728515625, 302.45831298828125]","[297.78631591796875, 302.45831298828125]","[339.96295166015625, 313.0024719238281]","[276.697998046875, 313.0024719238281]","[371.5954284667969, 397.355712890625]","[245.06553649902344, 397.355712890625]","[413.7720642089844, 492.2531433105469]","[213.4330596923828, 497.52520751953125]","[477.0369873046875, 534.4297485351562]","[150.16810607910156, 544.9739379882812]","[361.05126953125, 576.6063842773438]","[276.697998046875, 581.8784790039062]","[355.7791748046875, 697.8641967773438]","[281.9700927734375, 703.1362915039062]","[329.4187927246094, 803.3057861328125]","[287.2421569824219, 824.3939819335938]"
"[313.0984802246094, 316.54638671875]","[323.6475830078125, 305.9972839355469]","[297.2748107910156, 305.9972839355469]","[344.7457580566406, 311.2718505859375]","[276.1766357421875, 311.2718505859375]","[371.1184997558594, 395.66461181640625]","[244.5293426513672, 400.93914794921875]","[413.31488037109375, 495.8810119628906]","[207.6074981689453, 495.8810119628906]","[476.6094665527344, 527.5282592773438]","[144.31292724609375, 532.8027954101562]","[365.84393310546875, 601.3720092773438]","[281.451171875, 601.3720092773438]","[350.0202941894531, 717.4120483398438]","[281.451171875, 722.6865844726562]","[323.6475830078125, 812.3538208007812]","[281.451171875, 828.1774291992188]"
"[314.7418212890625, 318.4815673828125]","[325.6199951171875, 307.6033935546875]","[298.424560546875, 307.6033935546875]","[341.937255859375, 313.04248046875]","[276.66827392578125, 313.04248046875]","[369.1326904296875, 394.6287841796875]","[244.03372192382812, 400.06787109375]","[412.64532470703125, 492.53228759765625]","[205.9601287841797, 492.53228759765625]","[483.35345458984375, 525.1668090820312]","[129.81292724609375, 519.7277221679688]","[358.2545166015625, 595.8748779296875]","[276.66827392578125, 601.3140258789062]","[347.3763427734375, 720.9738159179688]","[276.66827392578125, 726.4129028320312]","[325.6199951171875, 840.6337280273438]","[287.54638671875, 851.5119018554688]"
"[311.5807189941406, 325.73291015625]","[322.4571838378906, 309.4182434082031]","[295.26605224609375, 309.4182434082031]","[338.7718505859375, 320.294677734375]","[273.5131530761719, 320.294677734375]","[371.40118408203125, 401.8680419921875]","[240.88380432128906, 407.3062744140625]","[420.3451843261719, 494.3178405761719]","[197.3780059814453, 494.3178405761719]","[485.6038818359375, 510.63250732421875]","[121.24287414550781, 510.63250732421875]","[360.52471923828125, 603.0823364257812]","[273.5131530761719, 608.5205078125]","[344.2100524902344, 744.4761352539062]","[278.9513854980469, 749.9143676757812]","[327.8953857421875, 880.4317016601562]","[284.38958740234375, 880.4317016601562]"
"[307.3659362792969, 336.70977783203125]","[323.8392028808594, 325.72760009765625]","[296.38372802734375, 325.72760009765625]","[340.3124694824219, 331.21868896484375]","[274.41937255859375, 336.70977783203125]","[373.259033203125, 408.093994140625]","[241.47279357910156, 419.076171875]","[428.1699523925781, 501.4425048828125]","[192.05300903320312, 506.93359375]","[505.0451965332031, 512.4247436523438]","[104.19552612304688, 512.4247436523438]","[362.2768249511719, 594.7910766601562]","[274.41937255859375, 594.7910766601562]","[351.2946472167969, 743.0505981445312]","[279.91046142578125, 743.0505981445312]","[334.8213806152344, 896.8010864257812]","[285.40155029296875, 902.2921752929688]"
"[308.3476867675781, 358.17218017578125]","[324.588134765625, 341.93170166015625]","[297.52069091796875, 341.93170166015625]","[340.82861328125, 347.34521484375]","[275.8667297363281, 352.7586975097656]","[378.7230529785156, 428.5475769042969]","[243.38577270507812, 439.37457275390625]","[432.85797119140625, 515.1634521484375]","[183.8373565673828, 515.1634521484375]","[519.4738159179688, 509.74993896484375]","[97.22149658203125, 520.5769653320312]","[357.069091796875, 590.9523315429688]","[270.4532470703125, 596.3657836914062]","[351.65557861328125, 747.9435424804688]","[275.8667297363281, 753.3569946289062]","[340.82861328125, 904.9347534179688]","[281.28021240234375, 910.3482055664062]"
"[311.9349365234375, 375.613525390625]","[322.7202453613281, 359.435546875]","[295.7569580078125, 359.435546875]","[338.8982238769531, 364.8282165527344]","[279.5789794921875, 370.2208557128906]","[376.6468505859375, 451.1107482910156]","[241.8303680419922, 461.89605712890625]","[435.966064453125, 526.6079711914062]","[177.11846923828125, 526.6079711914062]","[533.0338745117188, 521.2152709960938]","[85.4432601928711, 532.0006713867188]","[349.68353271484375, 629.0684204101562]","[268.7936706542969, 629.0684204101562]","[333.50555419921875, 769.277587890625]","[268.7936706542969, 769.277587890625]","[338.8982238769531, 914.8792724609375]","[284.9716491699219, 920.27197265625]"
"[311.2112121582031, 381.47467041015625]","[322.3565368652344, 370.329345703125]","[294.4932861328125, 370.329345703125]","[339.074462890625, 381.47467041015625]","[277.77532958984375, 381.47467041015625]","[378.0830383300781, 465.064453125]","[249.9120635986328, 465.064453125]","[450.5274963378906, 531.936279296875]","[177.4675750732422, 537.5089111328125]","[534.1173095703125, 526.3635864257812]","[88.30514526367188, 554.2268676757812]","[344.6471252441406, 648.9619140625]","[261.057373046875, 654.5346069335938]","[344.6471252441406, 782.7056274414062]","[272.2026672363281, 782.7056274414062]","[339.074462890625, 922.0217895507812]","[288.9206237792969, 922.0217895507812]"
