鼻子,右眼,左眼,右耳,左耳,右肩,左肩,右肘,左肘,右手,左手,右胯,左胯,右膝盖,左膝盖,右脚踝,左脚踝
"[106.08064270019531, 137.00001525878906]","[100.0150146484375, 140.03282165527344]","[103.04783630371094, 146.09841918945312]","[106.08064270019531, 179.4593505859375]","[109.11345672607422, 167.328125]","[145.5072021484375, 161.26248168945312]","[151.57281494140625, 182.4921875]","[181.90093994140625, 146.09841918945312]","[190.99935913085938, 212.82028198242188]","[178.8681182861328, 112.73751831054688]","[242.55714416503906, 206.754638671875]","[236.4915313720703, 161.26248168945312]","[245.5899658203125, 167.328125]","[300.1805725097656, 182.4921875]","[248.62277221679688, 88.47502136230469]","[360.8367919921875, 206.754638671875]","[309.2790222167969, 124.86875915527344]"
"[102.2529296875, 137.53981018066406]","[86.19720458984375, 150.38438415527344]","[95.83064270019531, 140.75096130371094]","[99.04178619384766, 179.28468322753906]","[105.46407318115234, 156.80665588378906]","[137.57554626464844, 185.7069854736328]","[140.78668212890625, 163.2289581298828]","[188.95384216308594, 214.60728454589844]","[185.7427215576172, 211.39613342285156]","[237.1210174560547, 208.1849822998047]","[240.33216857910156, 201.76268005371094]","[217.8541717529297, 182.49583435058594]","[240.33216857910156, 160.01780700683594]","[288.4993896484375, 169.65122985839844]","[266.0213623046875, 92.58377838134766]","[355.93341064453125, 201.76268005371094]","[323.82196044921875, 134.3286590576172]"
"[83.36478424072266, 143.4972381591797]","[72.86293029785156, 139.9966278076172]","[76.3635482788086, 146.9978790283203]","[83.36478424072266, 182.00404357910156]","[83.36478424072266, 168.00157165527344]","[121.87158966064453, 168.00157165527344]","[125.3722152709961, 175.00279235839844]","[184.8827362060547, 139.9966278076172]","[181.38211059570312, 199.5071563720703]","[226.89015197753906, 146.9978790283203]","[244.3932647705078, 157.49974060058594]","[205.88644409179688, 171.50218200683594]","[219.888916015625, 178.50343322753906]","[279.3994445800781, 143.4972381591797]","[293.4019470214844, 115.49230194091797]","[342.41058349609375, 182.00404357910156]","[356.4130859375, 164.50096130371094]"
"[85.79289245605469, 127.48033905029297]","[76.53559112548828, 127.48033905029297]","[79.62135314941406, 130.5661163330078]","[76.53559112548828, 167.59532165527344]","[82.70712280273438, 152.16648864746094]","[113.56480407714844, 158.33802795410156]","[122.82209777832031, 167.59532165527344]","[169.10861206054688, 142.90919494628906]","[181.45167541503906, 183.02415466308594]","[206.1378173828125, 133.65187072753906]","[221.566650390625, 149.0807342529297]","[215.39512634277344, 164.5095672607422]","[224.6524200439453, 170.6810760498047]","[277.1104736328125, 127.48033905029297]","[292.539306640625, 118.2230453491211]","[332.654296875, 167.59532165527344]","[351.16888427734375, 161.4237823486328]"
"[80.64888000488281, 129.5771484375]","[70.4879379272461, 136.35110473632812]","[77.26190185546875, 132.96414184570312]","[73.87491607666016, 170.220947265625]","[84.0358657836914, 146.51205444335938]","[114.51872253417969, 163.44696044921875]","[124.67965698242188, 166.83395385742188]","[161.9364776611328, 143.12509155273438]","[185.64535522460938, 190.5428466796875]","[236.45008850097656, 156.67300415039062]","[236.45008850097656, 163.44696044921875]","[195.80630493164062, 146.51205444335938]","[212.7412109375, 156.67300415039062]","[263.5459899902344, 136.35110473632812]","[287.2548522949219, 99.09429931640625]","[331.28564453125, 176.99490356445312]","[341.4465637207031, 176.99490356445312]"
"[86.05701446533203, 132.07130432128906]","[79.32894134521484, 135.4353485107422]","[82.6929702758789, 138.7993927001953]","[82.6929702758789, 165.71168518066406]","[89.42105102539062, 148.89149475097656]","[123.0614242553711, 175.8037872314453]","[126.42546081542969, 148.89149475097656]","[180.2500457763672, 206.0801239013672]","[183.6140594482422, 132.07130432128906]","[247.53077697753906, 182.53184509277344]","[244.16673278808594, 172.4397430419922]","[190.34214782714844, 199.35203552246094]","[203.7982940673828, 165.71168518066406]","[267.7149963378906, 162.34764099121094]","[274.4430847167969, 91.70287322998047]","[355.1799621582031, 192.6239776611328]","[321.5395812988281, 135.4353485107422]"
"[97.39152526855469, 135.3128662109375]","[90.4195785522461, 138.79885864257812]","[90.4195785522461, 142.28482055664062]","[97.39152526855469, 170.17263793945312]","[100.87750244140625, 159.7147216796875]","[135.73727416992188, 152.74276733398438]","[139.22325134277344, 173.65863037109375]","[188.0269317626953, 149.25677490234375]","[191.51292419433594, 208.51840209960938]","[201.97084045410156, 145.77081298828125]","[243.8025360107422, 201.54644775390625]","[226.37266540527344, 152.74276733398438]","[229.85865783691406, 163.20068359375]","[254.26048278808594, 156.228759765625]","[282.1483154296875, 166.6866455078125]","[351.86785888671875, 201.54644775390625]","[264.71844482421875, 83.02322387695312]"
"[104.69459533691406, 135.91664123535156]","[98.04202270507812, 135.91664123535156]","[101.3683090209961, 139.24293518066406]","[104.69459533691406, 169.17945861816406]","[111.34716033935547, 159.2006072998047]","[147.936279296875, 149.2217559814453]","[151.2625732421875, 169.17945861816406]","[201.15682983398438, 199.1160125732422]","[194.50425720214844, 209.09486389160156]","[254.3773651123047, 192.4634552001953]","[244.39849853515625, 205.76856994628906]","[231.09336853027344, 155.8743133544922]","[241.07223510742188, 162.5269012451172]","[284.3139343261719, 169.17945861816406]","[251.05108642578125, 82.69609069824219]","[350.839599609375, 202.4423065185547]","[314.25048828125, 115.95893859863281]"
"[92.865478515625, 139.24659729003906]","[83.1753158569336, 142.47665405273438]","[83.1753158569336, 139.24659729003906]","[79.94525146484375, 168.3170928955078]","[89.63542175292969, 155.39686584472656]","[125.16604614257812, 171.5471649169922]","[131.62615966796875, 155.39686584472656]","[180.07699584960938, 203.8477325439453]","[176.84693908691406, 203.8477325439453]","[231.7578887939453, 187.6974334716797]","[234.9879608154297, 184.4673614501953]","[199.4573516845703, 190.92750549316406]","[222.06773376464844, 161.8570098876953]","[280.208740234375, 165.08705139160156]","[276.97869873046875, 97.25587463378906]","[344.80987548828125, 190.92750549316406]","[331.8896484375, 142.47665405273438]"
"[76.37686157226562, 136.2130889892578]","[69.6801986694336, 136.2130889892578]","[69.6801986694336, 139.56141662597656]","[69.6801986694336, 166.3480682373047]","[76.37686157226562, 159.6514129638672]","[116.55689239501953, 159.6514129638672]","[126.60189056396484, 169.69642639160156]","[160.08523559570312, 146.25807189941406]","[176.82691955566406, 193.13478088378906]","[233.7486114501953, 142.9097442626953]","[227.0519561767578, 169.69642639160156]","[196.91693115234375, 173.0447540283203]","[210.31027221679688, 169.69642639160156]","[277.2769775390625, 106.07807159423828]","[287.3219909667969, 106.07807159423828]","[340.8953552246094, 162.99974060058594]","[347.5920104980469, 159.6514129638672]"
"[80.2525405883789, 129.10418701171875]","[70.14134216308594, 132.474609375]","[73.51174926757812, 135.84503173828125]","[73.51174926757812, 169.54901123046875]","[76.88214111328125, 149.32659912109375]","[117.32693481445312, 172.91940307617188]","[127.43814086914062, 156.06741333007812]","[161.1421356201172, 142.5858154296875]","[198.21652221679688, 142.5858154296875]","[208.32772827148438, 129.10418701171875]","[235.29090881347656, 142.5858154296875]","[201.58692932128906, 186.4010009765625]","[215.0685272216797, 172.91940307617188]","[279.10614013671875, 145.95620727539062]","[289.2173156738281, 129.10418701171875]","[329.662109375, 179.66021728515625]","[359.9957275390625, 169.54901123046875]"
"[78.10781860351562, 133.7191925048828]","[67.83604431152344, 133.7191925048828]","[71.25997161865234, 137.1431121826172]","[67.83604431152344, 171.38233947753906]","[74.68389892578125, 154.26271057128906]","[108.92312622070312, 167.9584197998047]","[119.19490051269531, 167.9584197998047]","[167.12982177734375, 147.41490173339844]","[184.24945068359375, 178.23020935058594]","[215.06475830078125, 133.7191925048828]","[221.91259765625, 140.56703186035156]","[211.6408233642578, 164.5345001220703]","[218.48867797851562, 171.38233947753906]","[256.15185546875, 116.59960174560547]","[286.9671630859375, 140.56703186035156]","[321.2064208984375, 154.26271057128906]","[365.7174072265625, 181.6540985107422]"
"[81.59712219238281, 137.5460968017578]","[71.2037353515625, 159.84190368652344]","[71.2037353515625, 149.5782012939453]","[74.62496948242188, 173.52684020996094]","[82.22469329833984, 155.73309326171875]","[123.11985778808594, 174.18173217773438]","[127.45230102539062, 162.5384979248047]","[180.6831512451172, 180.36927795410156]","[194.28733825683594, 165.91786193847656]","[214.8954620361328, 101.68096160888672]","[221.251220703125, 123.23696899414062]","[211.4742431640625, 173.52684020996094]","[232.00160217285156, 152.9994354248047]","[294.60455322265625, 162.77206420898438]","[301.6002197265625, 161.17506408691406]","[376.6126708984375, 191.7830047607422]","[373.3182678222656, 193.58657836914062]"
"[95.14093780517578, 145.87680053710938]","[83.98014831542969, 142.15652465820312]","[87.7004165649414, 149.5970458984375]","[91.42066955566406, 164.47811889648438]","[98.86119842529297, 164.47811889648438]","[132.3435821533203, 157.03759765625]","[136.06382751464844, 171.91864013671875]","[191.8677520751953, 190.51995849609375]","[206.7488250732422, 157.03759765625]","[210.4690704345703, 93.79312133789062]","[214.18934631347656, 104.95391845703125]","[210.4690704345703, 194.240234375]","[229.0703887939453, 175.638916015625]","[292.3148498535156, 175.638916015625]","[296.0351257324219, 168.1983642578125]","[374.16064453125, 209.12127685546875]","[377.8808898925781, 209.12127685546875]"
"[100.60796356201172, 132.0601806640625]","[96.86817932128906, 135.79998779296875]","[98.16764068603516, 140.75140380859375]","[100.08291625976562, 174.2801513671875]","[104.3477554321289, 165.71823120117188]","[149.2251434326172, 150.75912475585938]","[145.98199462890625, 165.0150909423828]","[186.0213623046875, 212.61642456054688]","[216.1710968017578, 151.43426513671875]","[208.84510803222656, 95.4748764038086]","[217.9234161376953, 100.05447387695312]","[235.87132263183594, 170.13772583007812]","[246.66880798339844, 171.8556365966797]","[306.03814697265625, 175.78819274902344]","[313.30340576171875, 177.5109405517578]","[376.5068359375, 211.9078826904297]","[381.207763671875, 215.26756286621094]"
