鼻子,右眼,左眼,右耳,左耳,右肩,左肩,右肘,左肘,右手,左手,右胯,左胯,右膝盖,左膝盖,右脚踝,左脚踝
"[933.8375854492188, 406.0214538574219]","[933.8375854492188, 390.5100402832031]","[918.326171875, 395.6805114746094]","[866.6213989257812, 421.53289794921875]","[887.3032836914062, 426.703369140625]","[918.326171875, 499.0899963378906]","[907.9852294921875, 509.4309387207031]","[959.68994140625, 586.988037109375]","[923.4966430664062, 612.8403930664062]","[1006.2241821289062, 530.1128540039062]","[985.5422973632812, 519.7719116210938]","[1063.099365234375, 695.5679321289062]","[1052.7584228515625, 705.9088745117188]","[1135.4859619140625, 835.1707763671875]","[1145.826904296875, 866.1935424804688]","[1192.361083984375, 959.2620849609375]","[1228.554443359375, 1021.3077392578125]"
"[934.5470581054688, 402.9977722167969]","[919.0847778320312, 387.53546142578125]","[913.9306640625, 397.84368896484375]","[867.5437622070312, 423.61419677734375]","[883.0060424804688, 428.7682800292969]","[908.7765502929688, 500.9256591796875]","[908.7765502929688, 516.387939453125]","[950.0093383789062, 583.3912353515625]","[924.2388305664062, 614.3157958984375]","[1006.7044067382812, 511.23382568359375]","[986.0880126953125, 521.5420532226562]","[1063.3994140625, 696.7813720703125]","[1058.245361328125, 712.24365234375]","[1135.5567626953125, 841.0961303710938]","[1145.864990234375, 872.0206909179688]","[1197.406005859375, 959.6403198242188]","[1228.33056640625, 1016.3353881835938]"
"[929.1592407226562, 405.08502197265625]","[918.8828735351562, 389.67047119140625]","[908.6065063476562, 399.94683837890625]","[867.5010986328125, 425.6377258300781]","[882.9156494140625, 435.9140625]","[893.1920166015625, 502.71038818359375]","[908.6065063476562, 518.1249389648438]","[929.1592407226562, 590.0593872070312]","[929.1592407226562, 620.888427734375]","[954.8501586914062, 363.9796142578125]","[985.67919921875, 518.1249389648438]","[1057.6136474609375, 697.9611206054688]","[1052.4754638671875, 713.3756713867188]","[1134.686279296875, 841.8300170898438]","[1144.962646484375, 872.6591186523438]","[1191.2061767578125, 960.0081176757812]","[1232.3116455078125, 1021.6661987304688]"
"[923.6116943359375, 415.1455078125]","[918.5113525390625, 399.844482421875]","[908.3106689453125, 410.045166015625]","[862.4075927734375, 430.446533203125]","[872.6082153320312, 435.546875]","[903.2102661132812, 506.95166015625]","[898.1099243164062, 527.35302734375]","[938.9127197265625, 588.55712890625]","[928.7120361328125, 624.259521484375]","[989.9160766601562, 512.052001953125]","[984.8157348632812, 522.252685546875]","[1056.220458984375, 695.6643676757812]","[1046.019775390625, 716.0657348632812]","[1137.825927734375, 848.6746215820312]","[1142.92626953125, 874.1763305664062]","[1219.431396484375, 1006.7850952148438]","[1229.632080078125, 1022.0861206054688]"
"[917.6309204101562, 419.8180847167969]","[912.5665283203125, 399.56036376953125]","[897.3732299804688, 409.6892395019531]","[882.1799926757812, 435.0113830566406]","[866.9866943359375, 440.0758056640625]","[897.3732299804688, 516.0421752929688]","[892.3087768554688, 531.2354736328125]","[942.9530639648438, 576.8153686523438]","[932.82421875, 622.3952026367188]","[988.5328979492188, 516.0421752929688]","[978.4041137695312, 526.1710815429688]","[1044.2415771484375, 703.4259643554688]","[1039.1771240234375, 718.6192626953125]","[1135.4012451171875, 850.2943725585938]","[1140.4656982421875, 875.6165161132812]","[1191.10986328125, 956.6472778320312]","[1226.5609130859375, 1017.42041015625]"
"[905.9562377929688, 432.89837646484375]","[895.7251586914062, 417.5517578125]","[885.4940795898438, 422.66729736328125]","[834.338623046875, 443.12945556640625]","[854.80078125, 448.2449951171875]","[890.609619140625, 530.0936889648438]","[870.1473999023438, 545.4403076171875]","[946.8805541992188, 586.3646850585938]","[936.6494750976562, 622.1734008789062]","[977.5738525390625, 514.7470703125]","[977.5738525390625, 519.8626098632812]","[1033.8447265625, 719.3687133789062]","[1033.8447265625, 729.599853515625]","[1136.155517578125, 862.6039428710938]","[1136.155517578125, 883.0661010742188]","[1218.0042724609375, 1010.9546508789062]","[1233.350830078125, 1026.30126953125]"
"[901.8721923828125, 428.5125732421875]","[896.76416015625, 418.29656982421875]","[886.5481567382812, 423.40460205078125]","[835.4682006835938, 443.83660888671875]","[850.7921752929688, 448.944580078125]","[891.6561889648438, 525.5645751953125]","[866.1161499023438, 545.9966430664062]","[942.7361450195312, 581.7526245117188]","[937.628173828125, 622.6166381835938]","[978.4921875, 515.3485717773438]","[978.4921875, 525.5645751953125]","[1034.68017578125, 714.5606079101562]","[1029.5721435546875, 729.8845825195312]","[1136.840087890625, 862.6925659179688]","[1136.840087890625, 883.1245727539062]","[1213.4600830078125, 1010.8246459960938]","[1233.89208984375, 1026.1485595703125]"
"[901.3323364257812, 427.7525939941406]","[896.2174682617188, 417.52294921875]","[885.98779296875, 422.63775634765625]","[834.8394775390625, 443.09710693359375]","[850.1839599609375, 448.2119140625]","[891.1026000976562, 524.9343872070312]","[870.643310546875, 545.3937377929688]","[947.3657836914062, 586.3123168945312]","[937.1361083984375, 622.1161499023438]","[978.0547485351562, 514.7047119140625]","[978.0547485351562, 524.9343872070312]","[1034.31787109375, 714.18310546875]","[1029.2030029296875, 729.527587890625]","[1136.614501953125, 862.5131225585938]","[1131.49951171875, 882.9724731445312]","[1218.45166015625, 1010.8431396484375]","[1233.796142578125, 1026.1876220703125]"
"[883.5121459960938, 452.93475341796875]","[867.45654296875, 436.87921142578125]","[867.45654296875, 442.2310485839844]","[1226.030517578125, 1030.9345703125]","[829.9935913085938, 463.6384582519531]","[856.7528686523438, 543.9161987304688]","[851.4010009765625, 559.9717407226562]","[926.3269653320312, 602.7865600585938]","[937.0306396484375, 618.8421630859375]","[969.1417236328125, 527.8606567382812]","[974.4935913085938, 527.8606567382812]","[1011.95654296875, 725.8792114257812]","[1006.6046752929688, 747.2865600585938]","[1124.3453369140625, 870.3792114257812]","[1124.3453369140625, 886.4346923828125]","[1220.6787109375, 1014.879150390625]","[1226.030517578125, 1025.582763671875]"
"[868.2994384765625, 456.2908935546875]","[857.3817749023438, 445.37322998046875]","[851.9229736328125, 450.83209228515625]","[1223.1231689453125, 1040.38525390625]","[819.1699829101562, 472.6673583984375]","[835.5465087890625, 554.5497436523438]","[846.4641723632812, 565.4674682617188]","[911.9700927734375, 614.5968627929688]","[933.805419921875, 620.0557250976562]","[961.0995483398438, 527.2556762695312]","[972.0171508789062, 527.2556762695312]","[1004.7701416015625, 734.6911010742188]","[1004.7701416015625, 751.0675659179688]","[1108.48779296875, 865.7029418945312]","[1119.4053955078125, 882.0794067382812]","[1212.20556640625, 1013.0912475585938]","[1223.1231689453125, 1024.0087890625]"
