±Ç×Ó,ÓÒÑÛ,×óÑÛ,ÓÒ¶ú,×ó¶ú,ÓÒ¼ç,×ó¼ç,ÓÒÖâ,×óÖâ,ÓÒÊÖ,×óÊÖ,ÓÒ¿è,×ó¿è,ÓÒÏ¥¸Ç,×óÏ¥¸Ç,ÓÒ½Åõ×,×ó½Åõ×
"[412.9709167480469, 396.804931640625]","[429.9555969238281, 385.4818420410156]","[401.6478271484375, 385.4818420410156]","[446.94024658203125, 402.46649169921875]","[379.0016174316406, 402.46649169921875]","[480.9095764160156, 498.712890625]","[333.7091979980469, 493.05133056640625]","[520.5404663085938, 589.2977905273438]","[277.0936584472656, 577.9746704101562]","[599.8021850585938, 617.6055297851562]","[192.17034912109375, 606.2824096679688]","[458.2633361816406, 679.882568359375]","[367.67852783203125, 679.882568359375]","[435.6171569824219, 832.7445068359375]","[379.0016174316406, 827.0829467773438]","[424.2940368652344, 979.9448852539062]","[379.0016174316406, 979.9448852539062]"
"[410.3341979980469, 399.9305725097656]","[427.04345703125, 388.79107666015625]","[399.1947326660156, 388.79107666015625]","[443.752685546875, 405.50030517578125]","[376.91571044921875, 405.50030517578125]","[482.74090576171875, 500.18603515625]","[337.927490234375, 494.61627197265625]","[516.159423828125, 589.3019409179688]","[282.23004150390625, 578.1625366210938]","[599.7056274414062, 617.1506958007812]","[193.11404418945312, 606.01123046875]","[454.8921813964844, 695.1271362304688]","[365.7762145996094, 695.1271362304688]","[438.18292236328125, 839.9406127929688]","[376.91571044921875, 834.3709106445312]","[427.04345703125, 990.3237915039062]","[376.91571044921875, 984.7539672851562]"
"[411.40533447265625, 406.14031982421875]","[422.63494873046875, 394.9107360839844]","[394.56097412109375, 394.9107360839844]","[445.0941162109375, 411.755126953125]","[377.71661376953125, 411.755126953125]","[478.78289794921875, 507.20660400390625]","[338.41302490234375, 501.5918273925781]","[518.08642578125, 602.6580810546875]","[282.26507568359375, 585.813720703125]","[602.308349609375, 619.5025024414062]","[192.4283905029297, 602.6580810546875]","[456.32373046875, 698.109619140625]","[366.48699951171875, 698.109619140625]","[433.86456298828125, 844.09423828125]","[377.71661376953125, 844.09423828125]","[428.249755859375, 1006.9231567382812]","[377.71661376953125, 995.693603515625]"
"[407.0069580078125, 419.327392578125]","[423.87646484375, 408.0810546875]","[395.7606506347656, 408.0810546875]","[446.369140625, 424.9505615234375]","[378.8911437988281, 424.9505615234375]","[480.1081237792969, 520.5443725585938]","[339.52899169921875, 514.9212646484375]","[519.4702758789062, 610.5150756835938]","[283.2973327636719, 599.2687377929688]","[603.8178100585938, 621.7614135742188]","[187.70347595214844, 604.8919067382812]","[457.615478515625, 706.1088256835938]","[367.6448059082031, 706.1088256835938]","[435.122802734375, 852.3112182617188]","[373.2679748535156, 846.6880493164062]","[429.4996337890625, 1015.3829956054688]","[378.8911437988281, 1009.7598266601562]"
"[408.3808288574219, 438.8934326171875]","[425.5810546875, 427.42657470703125]","[396.9139709472656, 427.42657470703125]","[442.7813415527344, 444.6268310546875]","[373.98028564453125, 444.6268310546875]","[477.181884765625, 536.3616333007812]","[339.57977294921875, 536.3616333007812]","[523.0492553710938, 628.0963745117188]","[276.5121154785156, 610.8960571289062]","[603.3171997070312, 633.8297729492188]","[184.77734375, 616.6295166015625]","[454.2481994628906, 714.0977172851562]","[362.513427734375, 714.0977172851562]","[437.04791259765625, 863.1666259765625]","[373.98028564453125, 868.9000854492188]","[425.5810546875, 1035.169189453125]","[385.4471130371094, 1035.169189453125]"
"[407.8370361328125, 461.9145202636719]","[424.55426025390625, 450.7696838378906]","[396.69219970703125, 450.7696838378906]","[441.27154541015625, 461.9145202636719]","[374.40252685546875, 461.9145202636719]","[480.2784423828125, 556.6456298828125]","[340.968017578125, 556.6456298828125]","[524.8577880859375, 645.8042602539062]","[279.67144775390625, 634.6594848632812]","[602.8716430664062, 645.8042602539062]","[184.94032287597656, 629.0869750976562]","[457.98876953125, 751.68017578125]","[363.2576904296875, 751.68017578125]","[435.6990966796875, 890.9906616210938]","[379.9749755859375, 890.9906616210938]","[424.55426025390625, 1041.44580078125]","[379.9749755859375, 1041.44580078125]"
"[406.5272521972656, 475.98577880859375]","[422.5043640136719, 465.3343505859375]","[395.8758544921875, 465.3343505859375]","[443.8071594238281, 481.31146240234375]","[374.5730285644531, 481.31146240234375]","[481.08709716796875, 577.1741333007812]","[337.2931213378906, 577.1741333007812]","[523.6926879882812, 662.3854370117188]","[278.71038818359375, 657.0596923828125]","[603.5783081054688, 657.0596923828125]","[188.1733856201172, 646.4082641601562]","[454.4585876464844, 763.5737915039062]","[363.921630859375, 763.5737915039062]","[438.4814758300781, 896.7163696289062]","[379.8987121582031, 896.7163696289062]","[422.5043640136719, 1040.51025390625]","[379.8987121582031, 1045.8359375]"
"[407.68902587890625, 485.6313781738281]","[418.39508056640625, 474.9253234863281]","[396.98297119140625, 474.9253234863281]","[445.16021728515625, 496.3374328613281]","[375.57086181640625, 490.9844055175781]","[482.63140869140625, 587.3389282226562]","[332.74664306640625, 587.3389282226562]","[520.1026611328125, 678.3403930664062]","[279.2163391113281, 667.6343383789062]","[600.3980712890625, 667.6343383789062]","[193.56784057617188, 656.9282836914062]","[455.86627197265625, 785.4010009765625]","[364.86480712890625, 780.0479736328125]","[434.45416259765625, 913.8737182617188]","[375.57086181640625, 913.8737182617188]","[423.74810791015625, 1047.6993408203125]","[380.92388916015625, 1047.6993408203125]"
"[408.46990966796875, 479.1379089355469]","[418.9625244140625, 468.645263671875]","[392.73095703125, 473.8916015625]","[445.1941223144531, 489.63055419921875]","[376.99200439453125, 489.63055419921875]","[481.9183349609375, 589.310546875]","[335.0214538574219, 584.0642700195312]","[518.6425170898438, 673.2516479492188]","[282.55828857421875, 668.0053100585938]","[586.8446655273438, 678.4979858398438]","[193.3708953857422, 668.0053100585938]","[455.6867370605469, 778.1779174804688]","[366.4993591308594, 778.1779174804688]","[439.94781494140625, 909.3358764648438]","[376.99200439453125, 909.3358764648438]","[424.2088317871094, 1050.986328125]","[376.99200439453125, 1045.739990234375]"
"[406.5623779296875, 470.21112060546875]","[422.66412353515625, 459.47662353515625]","[395.827880859375, 459.47662353515625]","[444.13311767578125, 475.578369140625]","[374.35888671875, 480.94561767578125]","[481.703857421875, 572.1887817382812]","[336.7882080078125, 572.1887817382812]","[513.9073486328125, 663.4320678710938]","[288.48297119140625, 652.6975708007812]","[583.6815795898438, 679.5337524414062]","[202.6069793701172, 668.7992553710938]","[454.86761474609375, 760.04248046875]","[368.99169921875, 760.04248046875]","[433.39862060546875, 899.5909423828125]","[379.7261962890625, 899.5909423828125]","[422.66412353515625, 1044.5064697265625]","[379.7261962890625, 1044.5064697265625]"
"[406.9205322265625, 449.25103759765625]","[423.8622131347656, 443.60382080078125]","[395.6260986328125, 437.9565734863281]","[440.80389404296875, 460.54547119140625]","[373.0372009277344, 460.54547119140625]","[474.68719482421875, 550.9010009765625]","[333.50665283203125, 550.9010009765625]","[508.57049560546875, 646.9037475585938]","[288.32891845703125, 635.6093139648438]","[581.984375, 669.4926147460938]","[203.62059020996094, 658.1981811523438]","[452.09832763671875, 742.9065551757812]","[367.3899841308594, 742.9065551757812]","[435.1566162109375, 889.7341918945312]","[373.0372009277344, 889.7341918945312]","[423.8622131347656, 1036.5618896484375]","[378.6844177246094, 1036.5618896484375]"
"[405.08978271484375, 429.7645568847656]","[422.7754211425781, 423.8693542480469]","[393.2993469238281, 423.8693542480469]","[440.4610900878906, 441.55499267578125]","[375.6136779785156, 441.55499267578125]","[475.8323669433594, 529.9832763671875]","[334.3471374511719, 529.9832763671875]","[511.2037048339844, 630.2019653320312]","[287.1853942871094, 618.4115600585938]","[581.9463500976562, 653.7828979492188]","[204.65232849121094, 647.8876342773438]","[452.25152587890625, 706.83984375]","[363.8232421875, 706.83984375]","[434.5658874511719, 866.0107421875]","[369.7184753417969, 866.0107421875]","[422.7754211425781, 1031.0767822265625]","[375.6136779785156, 1031.0767822265625]"
"[409.3060607910156, 417.0224609375]","[420.86724853515625, 411.2418518066406]","[391.9642028808594, 411.2418518066406]","[443.9897155761719, 428.58367919921875]","[374.62237548828125, 428.58367919921875]","[478.6733703613281, 515.2928466796875]","[334.1581115722656, 509.5122375488281]","[513.3570556640625, 613.5632934570312]","[282.1325988769531, 602.0020141601562]","[588.5050048828125, 642.46630859375]","[201.20399475097656, 636.6857299804688]","[449.77032470703125, 694.4918212890625]","[363.0611572265625, 688.7112426757812]","[432.4284973144531, 856.3489379882812]","[374.62237548828125, 844.7877197265625]","[420.86724853515625, 1012.4254150390625]","[374.62237548828125, 1012.4254150390625]"
"[409.53009033203125, 410.99365234375]","[420.9512939453125, 399.57244873046875]","[398.10888671875, 399.57244873046875]","[443.79376220703125, 422.41485595703125]","[375.2664794921875, 416.7042541503906]","[478.057373046875, 508.0740051269531]","[335.292236328125, 502.3634033203125]","[512.321044921875, 599.4437866210938]","[278.18609619140625, 588.0225219726562]","[592.2695922851562, 622.2861938476562]","[192.52696228027344, 627.9967651367188]","[449.50439453125, 685.1028442382812]","[363.84521484375, 685.1028442382812]","[432.37255859375, 839.289306640625]","[375.2664794921875, 827.8681030273438]","[420.9512939453125, 993.4756469726562]","[375.2664794921875, 982.0545043945312]"
"[411.3902893066406, 401.2730712890625]","[427.8857116699219, 395.77459716796875]","[400.3933410644531, 390.276123046875]","[444.381103515625, 412.27001953125]","[378.3994445800781, 412.27001953125]","[477.3719177246094, 505.7440185546875]","[334.41168212890625, 500.24554443359375]","[515.8612670898438, 593.7195434570312]","[279.4269714355469, 582.72265625]","[592.8399047851562, 610.2150268554688]","[191.45140075683594, 615.7134399414062]","[449.8796081542969, 687.193603515625]","[361.9040222167969, 681.6951293945312]","[433.3841552734375, 830.1538696289062]","[372.9009704589844, 824.6554565429688]","[422.38720703125, 967.6156616210938]","[372.9009704589844, 956.6187133789062]"
"[409.19189453125, 404.4018249511719]","[425.93865966796875, 393.2373046875]","[398.02740478515625, 393.2373046875]","[442.6854248046875, 415.5663146972656]","[375.69842529296875, 409.98406982421875]","[476.17889404296875, 504.88232421875]","[336.6226806640625, 499.3000793457031]","[515.2546997070312, 588.6160888671875]","[280.8001708984375, 583.0338745117188]","[598.9884033203125, 599.7805786132812]","[191.484130859375, 605.3628540039062]","[453.84991455078125, 677.9320678710938]","[364.533935546875, 677.9320678710938]","[437.1031494140625, 828.65283203125]","[375.69842529296875, 823.0706176757812]","[420.35638427734375, 962.6268920898438]","[370.11614990234375, 945.8800659179688]"
"[411.43450927734375, 405.32598876953125]","[422.70611572265625, 399.690185546875]","[400.1628723144531, 394.05438232421875]","[445.24932861328125, 416.59759521484375]","[377.6196594238281, 410.9617919921875]","[473.4283752441406, 506.7705078125]","[332.533203125, 501.1347351074219]","[518.5148315429688, 591.3076171875]","[276.17510986328125, 580.0360107421875]","[597.4161376953125, 602.5792236328125]","[186.00218200683594, 602.5792236328125]","[450.8851623535156, 681.4805297851562]","[360.71221923828125, 681.4805297851562]","[433.97772216796875, 828.0115356445312]","[371.98382568359375, 828.0115356445312]","[422.70611572265625, 963.2709350585938]","[366.3480224609375, 946.3634643554688]"
"[411.7063903808594, 416.54888916015625]","[422.8745422363281, 405.3807067871094]","[394.9541320800781, 405.3807067871094]","[445.21087646484375, 422.1329345703125]","[378.201904296875, 422.1329345703125]","[473.13128662109375, 511.478271484375]","[333.52923583984375, 505.8941955566406]","[517.803955078125, 600.8236083984375]","[277.6883850097656, 589.6554565429688]","[601.5652465820312, 606.4076538085938]","[188.34303283691406, 606.4076538085938]","[450.7949523925781, 690.1688842773438]","[361.44964599609375, 690.1688842773438]","[428.4586181640625, 835.3551635742188]","[372.6177978515625, 835.3551635742188]","[428.4586181640625, 974.9572143554688]","[367.0337219238281, 963.7890014648438]"
"[410.90997314453125, 427.72802734375]","[421.9575500488281, 416.68048095703125]","[399.8624267578125, 416.68048095703125]","[444.0526428222656, 438.77557373046875]","[377.7673034667969, 433.2518310546875]","[477.1953125, 527.1560668945312]","[333.57708740234375, 521.6322631835938]","[515.8617553710938, 615.5365600585938]","[278.33929443359375, 598.9651489257812]","[598.7184448242188, 621.060302734375]","[189.9588165283203, 610.0127563476562]","[455.1001892089844, 698.3931884765625]","[361.19598388671875, 703.9169311523438]","[433.0050964355469, 847.5352172851562]","[372.2435302734375, 847.5352172851562]","[427.4813232421875, 996.6771850585938]","[366.7197570800781, 991.1533813476562]"
"[408.1044616699219, 448.4764404296875]","[425.2686767578125, 437.03363037109375]","[396.66162109375, 437.03363037109375]","[442.4329528808594, 448.4764404296875]","[379.49737548828125, 448.4764404296875]","[476.7614440917969, 540.0191040039062]","[339.4474792480469, 540.0191040039062]","[511.0899353027344, 631.561767578125]","[282.23333740234375, 620.1189575195312]","[596.9111328125, 637.2831420898438]","[190.69065856933594, 620.1189575195312]","[448.1543884277344, 717.3829956054688]","[362.3331298828125, 717.3829956054688]","[425.2686767578125, 866.1398315429688]","[373.7759704589844, 866.1398315429688]","[425.2686767578125, 1026.33935546875]","[373.7759704589844, 1026.33935546875]"
"[406.9163513183594, 468.75286865234375]","[423.2972717285156, 457.8322448730469]","[395.9957275390625, 457.8322448730469]","[445.1385192871094, 474.21319580078125]","[379.61480712890625, 468.75286865234375]","[477.900390625, 561.5781860351562]","[335.93231201171875, 561.5781860351562]","[510.6622619628906, 659.8637084960938]","[281.3292236328125, 643.4827880859375]","[592.5668334960938, 654.4033813476562]","[188.50392150878906, 638.0225219726562]","[450.59881591796875, 741.7683715820312]","[357.7735595703125, 741.7683715820312]","[428.7575988769531, 889.1967163085938]","[368.6941833496094, 889.1967163085938]","[423.2972717285156, 1047.545654296875]","[368.6941833496094, 1047.545654296875]"
"[409.17864990234375, 490.4850158691406]","[425.44073486328125, 479.6436462402344]","[398.3372802734375, 479.6436462402344]","[441.70281982421875, 495.90570068359375]","[376.654541015625, 490.4850158691406]","[474.22698974609375, 588.0574340820312]","[333.28900146484375, 582.6367797851562]","[506.7510986328125, 680.2091674804688]","[284.5028076171875, 669.3677368164062]","[588.0614013671875, 680.2091674804688]","[192.35110473632812, 653.105712890625]","[447.12347412109375, 772.36083984375]","[360.3924560546875, 772.36083984375]","[425.44073486328125, 902.4573364257812]","[371.23382568359375, 907.8779907226562]","[420.02008056640625, 1054.236572265625]","[371.23382568359375, 1054.236572265625]"
"[404.9884033203125, 500.202392578125]","[420.912841796875, 494.89422607421875]","[394.3721008300781, 489.5860595703125]","[442.14544677734375, 510.81866455078125]","[373.1394958496094, 505.5105285644531]","[479.302490234375, 606.3653564453125]","[330.67431640625, 601.0571899414062]","[505.8432312011719, 701.9120483398438]","[282.9010009765625, 685.9876098632812]","[580.1572875976562, 696.6038208007812]","[197.97059631347656, 670.0631713867188]","[447.4535827636719, 786.8423461914062]","[362.5232238769531, 786.8423461914062]","[431.5291442871094, 919.5460815429688]","[373.1394958496094, 919.5460815429688]","[420.912841796875, 1057.557861328125]","[373.1394958496094, 1057.557861328125]"
"[411.343994140625, 504.74951171875]","[421.7322082519531, 494.36126708984375]","[395.7616882324219, 494.36126708984375]","[442.5086364746094, 515.1376953125]","[374.9852600097656, 515.1376953125]","[478.86737060546875, 613.82568359375]","[333.43243408203125, 608.631591796875]","[499.6437683105469, 707.3195190429688]","[281.49139404296875, 691.7372436523438]","[567.1671142578125, 707.3195190429688]","[193.1916046142578, 681.3490600585938]","[447.7027282714844, 795.6193237304688]","[359.4029541015625, 795.6193237304688]","[432.12042236328125, 930.6660766601562]","[369.7911682128906, 925.4718627929688]","[421.7322082519531, 1060.5185546875]","[374.9852600097656, 1060.5185546875]"
"[406.8392333984375, 503.7776184082031]","[422.8218688964844, 493.1225280761719]","[396.18414306640625, 493.1225280761719]","[444.13201904296875, 514.4326782226562]","[374.87396240234375, 509.10516357421875]","[476.0972595214844, 605.0009155273438]","[332.2536315917969, 599.6734008789062]","[502.7350158691406, 700.8966674804688]","[284.3057556152344, 684.9140625]","[566.6654663085938, 711.5517578125]","[199.06507873535156, 684.9140625]","[444.13201904296875, 796.7924194335938]","[358.891357421875, 791.4649047851562]","[433.4769592285156, 924.6534423828125]","[369.54644775390625, 924.6534423828125]","[417.49432373046875, 1057.8419189453125]","[374.87396240234375, 1057.8419189453125]"
"[410.150390625, 490.1498107910156]","[426.0823669433594, 479.52850341796875]","[399.529052734375, 479.52850341796875]","[442.0143737792969, 500.7711486816406]","[372.9757385253906, 495.4604797363281]","[473.87835693359375, 596.3630981445312]","[330.49041748046875, 585.7417602539062]","[500.4316711425781, 691.955078125]","[288.0050964355469, 670.7124633789062]","[569.4703979492188, 702.576416015625]","[197.7238006591797, 681.333740234375]","[447.32501220703125, 782.2363891601562]","[357.04376220703125, 782.2363891601562]","[426.0823669433594, 920.3136596679688]","[367.6650695800781, 920.3136596679688]","[415.4610595703125, 1058.390869140625]","[367.6650695800781, 1058.390869140625]"
"[408.09735107421875, 475.23175048828125]","[424.41619873046875, 464.35247802734375]","[397.21807861328125, 464.35247802734375]","[440.73504638671875, 480.6713562011719]","[375.45953369140625, 480.6713562011719]","[473.37286376953125, 573.14501953125]","[331.94256591796875, 567.7053833007812]","[500.57098388671875, 671.0582885742188]","[288.425537109375, 649.2998046875]","[565.8464965820312, 681.9375610351562]","[195.9518280029297, 671.0582885742188]","[446.17474365234375, 763.531982421875]","[359.14068603515625, 763.531982421875]","[424.41619873046875, 904.9622802734375]","[370.01995849609375, 904.9622802734375]","[418.9765625, 1051.83203125]","[370.01995849609375, 1051.83203125]"
"[413.23748779296875, 453.82806396484375]","[424.4212951660156, 448.23614501953125]","[402.0537414550781, 442.644287109375]","[446.788818359375, 465.0118408203125]","[374.09429931640625, 459.419921875]","[474.748291015625, 554.4820556640625]","[329.35919189453125, 548.89013671875]","[497.1158142089844, 649.5441284179688]","[284.62408447265625, 632.7684936523438]","[569.8104248046875, 671.9116821289062]","[195.1538543701172, 655.1360473632812]","[441.19696044921875, 733.4224853515625]","[357.3186340332031, 733.4224853515625]","[424.4212951660156, 889.995361328125]","[362.9105224609375, 889.995361328125]","[418.82940673828125, 1052.1600341796875]","[368.50238037109375, 1046.568115234375]"
"[405.31781005859375, 438.2411193847656]","[422.7918395996094, 432.41644287109375]","[393.6684265136719, 426.59173583984375]","[440.26593017578125, 449.8904724121094]","[376.1943664550781, 444.0657958984375]","[469.3893127441406, 537.2607421875]","[335.4216003417969, 531.4360961914062]","[498.51275634765625, 630.4557495117188]","[282.9994201660156, 612.981689453125]","[568.4089965820312, 653.7544555664062]","[189.80442810058594, 636.2803955078125]","[446.090576171875, 712.0012817382812]","[358.7203063964844, 712.0012817382812]","[422.7918395996094, 869.267822265625]","[364.5450134277344, 863.443115234375]","[416.9671630859375, 1038.18359375]","[364.5450134277344, 1026.5341796875]"
"[408.31036376953125, 432.5910339355469]","[419.5394287109375, 421.3619384765625]","[391.4666748046875, 421.3619384765625]","[441.9976806640625, 443.82012939453125]","[374.62298583984375, 438.2055969238281]","[470.0704345703125, 528.0385131835938]","[329.70654296875, 522.4239501953125]","[503.7578125, 623.4859008789062]","[279.175537109375, 601.0277709960938]","[576.7470092773438, 640.3296508789062]","[189.34262084960938, 623.4859008789062]","[441.9976806640625, 713.31884765625]","[352.164794921875, 707.7042846679688]","[425.15399169921875, 859.2973022460938]","[363.3939208984375, 853.6828002929688]","[419.5394287109375, 1010.8903198242188]","[369.0084228515625, 1005.2756958007812]"
"[407.6697998046875, 429.069580078125]","[424.48004150390625, 417.8627624511719]","[396.46295166015625, 417.8627624511719]","[441.290283203125, 434.6730041503906]","[374.04931640625, 429.069580078125]","[469.307373046875, 524.32763671875]","[329.22198486328125, 518.7242431640625]","[502.9278564453125, 613.9822998046875]","[273.18780517578125, 597.1720581054688]","[575.772216796875, 625.1891479492188]","[189.13658142089844, 619.585693359375]","[441.290283203125, 703.636962890625]","[351.6356201171875, 703.636962890625]","[424.48004150390625, 849.3257446289062]","[362.84246826171875, 843.7222900390625]","[418.8765869140625, 983.8076782226562]","[368.44586181640625, 978.2042846679688]"
"[410.06640625, 423.13055419921875]","[421.1003112792969, 417.61358642578125]","[393.5155334472656, 412.09661865234375]","[437.6512145996094, 434.16448974609375]","[371.44769287109375, 428.64752197265625]","[470.75299072265625, 522.4358520507812]","[327.3119812011719, 516.9188842773438]","[503.854736328125, 616.2241821289062]","[277.6593322753906, 599.6732788085938]","[575.5751953125, 621.7411499023438]","[183.87098693847656, 616.2241821289062]","[443.1681823730469, 698.9785766601562]","[354.8968200683594, 698.9785766601562]","[426.6172790527344, 847.9365844726562]","[365.93072509765625, 842.4195556640625]","[415.5833435058594, 974.82666015625]","[365.93072509765625, 969.3096923828125]"
"[405.7022399902344, 433.79534912109375]","[421.8638916015625, 423.0209045410156]","[394.9277648925781, 417.6336669921875]","[438.02557373046875, 439.1825866699219]","[373.3788757324219, 433.79534912109375]","[470.34893798828125, 530.7654418945312]","[330.28106689453125, 519.990966796875]","[502.6722717285156, 616.9609985351562]","[276.4088134765625, 600.7993774414062]","[572.7062377929688, 622.3482666015625]","[190.2131805419922, 616.9609985351562]","[443.4128112792969, 708.5438842773438]","[351.8299560546875, 708.5438842773438]","[427.2511291503906, 848.6117553710938]","[367.9916687011719, 843.2245483398438]","[421.8638916015625, 977.9050903320312]","[367.9916687011719, 972.5178833007812]"
"[402.45294189453125, 440.5005798339844]","[418.506103515625, 429.7984619140625]","[391.7508544921875, 429.7984619140625]","[439.9102783203125, 445.85162353515625]","[370.34661865234375, 440.5005798339844]","[466.66558837890625, 531.4684448242188]","[327.53826904296875, 526.1173706054688]","[498.7718505859375, 622.436279296875]","[274.0277404785156, 611.7341918945312]","[573.6865844726562, 633.1383666992188]","[188.4109344482422, 622.436279296875]","[439.9102783203125, 708.0531005859375]","[348.94244384765625, 708.0531005859375]","[418.506103515625, 852.5313720703125]","[364.99560546875, 852.5313720703125]","[423.85711669921875, 997.009765625]","[359.64453125, 991.65869140625]"
"[398.1728820800781, 447.212158203125]","[414.72332763671875, 441.69537353515625]","[392.65606689453125, 441.69537353515625]","[436.79058837890625, 452.72900390625]","[370.5887756347656, 452.72900390625]","[469.89154052734375, 546.514892578125]","[326.4542236328125, 540.9981079101562]","[497.4756164550781, 634.7839965820312]","[282.3196716308594, 623.7504272460938]","[563.6774291992188, 645.8176879882812]","[188.5337371826172, 634.7839965820312]","[436.79058837890625, 728.5699462890625]","[354.038330078125, 728.5699462890625]","[420.2401428222656, 866.4904174804688]","[359.5551452636719, 866.4904174804688]","[425.7569580078125, 1015.4443969726562]","[359.5551452636719, 1009.9276733398438]"
"[402.7387390136719, 468.28460693359375]","[413.5905456542969, 457.43280029296875]","[391.8869323730469, 457.43280029296875]","[435.29412841796875, 473.71051025390625]","[370.1833190917969, 473.71051025390625]","[467.84954833984375, 560.5249633789062]","[326.7760925292969, 555.0990600585938]","[494.9790954589844, 652.7653198242188]","[283.3688659667969, 641.9135131835938]","[560.0899658203125, 663.6171264648438]","[191.1284942626953, 641.9135131835938]","[440.7200622558594, 745.0056762695312]","[348.4797058105469, 745.0056762695312]","[413.5905456542969, 886.0791625976562]","[359.3315124511719, 891.5050659179688]","[419.0164489746094, 1038.00439453125]","[359.3315124511719, 1038.00439453125]"
"[399.40386962890625, 489.14276123046875]","[410.0778503417969, 478.4687805175781]","[388.72991943359375, 478.4687805175781]","[431.4258117675781, 494.479736328125]","[367.3819885253906, 489.14276123046875]","[463.44769287109375, 579.8715209960938]","[324.68609619140625, 579.8715209960938]","[495.4696350097656, 675.9371948242188]","[281.990234375, 665.2632446289062]","[559.513427734375, 686.6112060546875]","[191.26144409179688, 659.9263305664062]","[436.7627868652344, 772.0029907226562]","[351.37103271484375, 772.0029907226562]","[415.41485595703125, 905.4275512695312]","[362.04498291015625, 910.7645874023438]","[420.7518310546875, 1049.526123046875]","[362.04498291015625, 1049.526123046875]"
"[394.5866394042969, 506.0787048339844]","[410.192626953125, 495.6747131347656]","[384.1826477050781, 495.6747131347656]","[431.0006103515625, 511.28070068359375]","[368.57666015625, 511.28070068359375]","[467.4145812988281, 604.9166259765625]","[321.7586975097656, 599.7146606445312]","[493.4245910644531, 693.3505249023438]","[280.1427307128906, 688.1486206054688]","[555.8485717773438, 708.9566040039062]","[191.7087860107422, 677.7445678710938]","[436.2026062011719, 786.9865112304688]","[352.9706726074219, 786.9865112304688]","[420.5966491699219, 917.0363159179688]","[368.57666015625, 917.0363159179688]","[420.5966491699219, 1057.4901123046875]","[363.3746643066406, 1052.2882080078125]"
"[398.7795104980469, 518.3792114257812]","[409.2515563964844, 507.90716552734375]","[383.0715026855469, 507.90716552734375]","[430.19561767578125, 523.6151733398438]","[362.1274108886719, 523.6151733398438]","[466.84771728515625, 623.0994873046875]","[325.4753112792969, 617.8634643554688]","[493.0278015136719, 706.875732421875]","[278.3511657714844, 701.6397094726562]","[555.8599243164062, 717.3477172851562]","[194.57493591308594, 691.1676635742188]","[440.6676330566406, 801.1239624023438]","[351.6553955078125, 801.1239624023438]","[419.7236022949219, 932.0243530273438]","[362.1274108886719, 926.788330078125]","[419.7236022949219, 1057.6885986328125]","[367.3634338378906, 1057.6885986328125]"
"[395.0119934082031, 514.45458984375]","[410.6490783691406, 504.02984619140625]","[384.58721923828125, 504.02984619140625]","[431.4985656738281, 524.8793334960938]","[363.7377624511719, 524.8793334960938]","[467.9851379394531, 623.914306640625]","[322.0388488769531, 618.7019653320312]","[494.04693603515625, 707.3121948242188]","[280.33990478515625, 696.887451171875]","[551.3829956054688, 722.9492797851562]","[196.94200134277344, 696.887451171875]","[436.7109069824219, 806.3472290039062]","[348.1006774902344, 801.1348266601562]","[421.07379150390625, 931.4439086914062]","[363.7377624511719, 926.2316284179688]","[415.8614501953125, 1056.5406494140625]","[363.7377624511719, 1056.5406494140625]"
"[394.006591796875, 508.9496154785156]","[409.67034912109375, 498.5071105957031]","[383.5640869140625, 498.5071105957031]","[430.55535888671875, 514.1708374023438]","[362.6790771484375, 514.1708374023438]","[467.1041259765625, 613.3746337890625]","[320.9090576171875, 608.1533813476562]","[493.2104187011719, 702.1359252929688]","[279.1390686035156, 691.6934204101562]","[555.865478515625, 712.5784301757812]","[195.59901428222656, 691.6934204101562]","[435.776611328125, 790.897216796875]","[352.236572265625, 785.6759643554688]","[420.11285400390625, 926.6497802734375]","[362.6790771484375, 916.207275390625]","[414.8916015625, 1057.180908203125]","[367.9003601074219, 1057.180908203125]"
"[395.8739013671875, 495.0384521484375]","[411.724609375, 484.4713134765625]","[380.023193359375, 484.4713134765625]","[427.5753173828125, 500.322021484375]","[364.1724853515625, 500.322021484375]","[464.5602722167969, 595.42626953125]","[321.9039306640625, 584.859130859375]","[496.2616882324219, 679.96337890625]","[279.6353759765625, 669.396240234375]","[559.6644897460938, 695.8140869140625]","[195.09825134277344, 674.6798095703125]","[438.1424560546875, 775.0675659179688]","[353.6053466796875, 775.0675659179688]","[417.0081787109375, 912.4403686523438]","[364.1724853515625, 912.4403686523438]","[417.0081787109375, 1049.8131103515625]","[364.1724853515625, 1055.0966796875]"
"[396.1221008300781, 476.94232177734375]","[412.34527587890625, 466.12689208984375]","[385.3066711425781, 466.12689208984375]","[428.5684509277344, 482.35003662109375]","[363.67578125, 482.35003662109375]","[466.4225158691406, 574.2813110351562]","[325.82171630859375, 563.4658813476562]","[493.4611511230469, 660.804931640625]","[277.1522216796875, 649.9894409179688]","[563.7615356445312, 677.0281372070312]","[190.6286163330078, 660.804931640625]","[433.9761962890625, 752.7362060546875]","[347.4526062011719, 752.7362060546875]","[417.7530212402344, 898.7446899414062]","[358.26806640625, 893.3369750976562]","[417.7530212402344, 1050.160888671875]","[363.67578125, 1050.160888671875]"
