鼻子,右眼,左眼,右耳,左耳,右肩,左肩,右肘,左肘,右手,左手,右胯,左胯,右膝盖,左膝盖,右脚踝,左脚踝
"[1442.6553955078125, 912.9694213867188]","[1430.887939453125, 865.8992309570312]","[1383.8177490234375, 877.6668090820312]","[1736.843994140625, 1077.7149658203125]","[1277.9097900390625, 983.5746459960938]","[1442.6553955078125, 1183.622802734375]","[1407.352783203125, 1254.2281494140625]","[1666.23876953125, 1254.2281494140625]","[1725.076416015625, 1430.7412109375]","[1748.611572265625, 1077.7149658203125]","[1819.216796875, 1089.482421875]","[2066.335205078125, 1666.0921630859375]","[2042.800048828125, 1783.767578125]","[2395.826416015625, 2089.723388671875]","[2325.22119140625, 2019.118408203125]","[1419.120361328125, 1230.6929931640625]","[1795.681884765625, 1101.25]"
"[1413.82763671875, 921.2664184570312]","[1402.032958984375, 897.6773071289062]","[1366.6492919921875, 897.6773071289062]","[1720.4862060546875, 1086.39013671875]","[1260.498291015625, 1003.828369140625]","[1425.6220703125, 1204.3359375]","[1390.2384033203125, 1275.103271484375]","[1661.513427734375, 1263.3087158203125]","[1720.4862060546875, 1428.4324951171875]","[1755.869873046875, 1086.39013671875]","[1814.8427734375, 1098.184814453125]","[2062.528564453125, 1699.70751953125]","[2062.528564453125, 1817.6531982421875]","[2345.597900390625, 2100.722412109375]","[2392.7763671875, 2124.311767578125]","[1402.032958984375, 1275.103271484375]","[1791.253662109375, 1109.979248046875]"
"[1395.061279296875, 936.8438720703125]","[1382.2476806640625, 911.2166748046875]","[1343.8067626953125, 924.0302734375]","[1741.029296875, 1077.793701171875]","[1241.2977294921875, 1013.7257080078125]","[1407.8748779296875, 1218.74365234375]","[1369.4339599609375, 1282.811767578125]","[1651.333740234375, 1282.811767578125]","[1715.40185546875, 1436.575439453125]","[1741.029296875, 1103.4210205078125]","[1830.724609375, 1103.4210205078125]","[2061.369873046875, 1667.220703125]","[2010.115478515625, 1808.170654296875]","[2394.524169921875, 2102.884033203125]","[2330.4560546875, 2077.256591796875]","[1407.8748779296875, 1295.62548828125]","[1805.0972900390625, 1103.4210205078125]"
"[1346.0892333984375, 995.65234375]","[1318.386962890625, 954.098876953125]","[1290.6845703125, 981.8012084960938]","[1747.773193359375, 1092.6104736328125]","[1179.875244140625, 1078.75927734375]","[1346.0892333984375, 1272.675537109375]","[1346.0892333984375, 1328.080322265625]","[1609.261474609375, 1300.3779296875]","[1692.368408203125, 1438.8896484375]","[1733.9219970703125, 1106.461669921875]","[1817.0289306640625, 1106.461669921875]","[2052.498779296875, 1729.7642822265625]","[2010.9453125, 1840.5733642578125]","[2384.9267578125, 2145.299072265625]","[2371.07568359375, 2131.447998046875]","[1304.5357666015625, 1258.824462890625]","[1817.0289306640625, 1120.312744140625]"
"[1343.347412109375, 994.08935546875]","[1329.3819580078125, 952.1932983398438]","[1287.4859619140625, 980.1239624023438]","[1748.34228515625, 1063.916015625]","[1189.728515625, 1077.88134765625]","[1357.312744140625, 1273.396240234375]","[1343.347412109375, 1329.257568359375]","[1608.68896484375, 1301.326904296875]","[1706.4462890625, 1440.9803466796875]","[1734.376953125, 1105.81201171875]","[1818.169189453125, 1105.81201171875]","[2055.580078125, 1734.2525634765625]","[1999.718505859375, 1832.010009765625]","[2404.713623046875, 2153.212890625]","[2376.782958984375, 2139.24755859375]","[1301.4512939453125, 1259.430908203125]","[1818.169189453125, 1119.77734375]"
"[1342.92236328125, 996.440185546875]","[1329.00439453125, 954.686279296875]","[1287.2503662109375, 982.522216796875]","[1746.54345703125, 1066.030029296875]","[1189.824462890625, 1079.947998046875]","[1356.84033203125, 1274.7996826171875]","[1342.92236328125, 1330.471435546875]","[1607.36376953125, 1302.6356201171875]","[1704.78955078125, 1441.815185546875]","[1732.62548828125, 1107.783935546875]","[1816.133544921875, 1107.783935546875]","[2052.739013671875, 1734.0927734375]","[2010.985107421875, 1831.5185546875]","[2386.7705078125, 2151.632080078125]","[2372.8525390625, 2137.714111328125]","[1301.16845703125, 1260.8817138671875]","[1816.133544921875, 1121.701904296875]"
"[1287.07958984375, 1055.228759765625]","[1241.7734375, 1025.0247802734375]","[1226.6715087890625, 1040.126708984375]","[1725.0379638671875, 1085.432861328125]","[1120.9573974609375, 1130.7388916015625]","[1317.2835693359375, 1311.963134765625]","[1287.07958984375, 1402.5751953125]","[1589.1197509765625, 1296.861083984375]","[1664.6298828125, 1447.881103515625]","[1740.139892578125, 1085.432861328125]","[1815.64990234375, 1115.6368408203125]","[2011.97607421875, 1734.8194580078125]","[1951.568115234375, 1855.6353759765625]","[2329.118408203125, 2142.573974609375]","[2329.118408203125, 2157.675537109375]","[1815.64990234375, 1160.94287109375]","[1830.751953125, 1115.6368408203125]"
"[1287.771728515625, 1057.5400390625]","[1242.564453125, 1027.4019775390625]","[1227.495361328125, 1042.4710693359375]","[1724.774169921875, 1087.67822265625]","[1122.011962890625, 1132.88525390625]","[1317.90966796875, 1313.7139892578125]","[1287.771728515625, 1404.1282958984375]","[1589.1527099609375, 1298.6448974609375]","[1664.4979248046875, 1449.33544921875]","[1739.84326171875, 1087.67822265625]","[1815.1884765625, 1117.8162841796875]","[2011.0860595703125, 1735.6474609375]","[1950.8099365234375, 1856.1998291015625]","[2327.536376953125, 2142.511962890625]","[2327.536376953125, 2157.580810546875]","[1815.1884765625, 1163.0234375]","[1830.2574462890625, 1117.8162841796875]"
"[1231.857177734375, 1133.799560546875]","[1201.845458984375, 1088.781982421875]","[1171.8338623046875, 1118.793701171875]","[1036.78125, 1223.8345947265625]","[1066.79296875, 1208.8287353515625]","[1261.868896484375, 1358.88720703125]","[1231.857177734375, 1463.927978515625]","[1546.97998046875, 1298.86376953125]","[1622.009033203125, 1433.91650390625]","[1742.055908203125, 1073.776123046875]","[1817.085205078125, 1088.781982421875]","[1952.1376953125, 1794.056640625]","[1922.1259765625, 1869.0859375]","[2267.260498046875, 2139.19091796875]","[2297.27197265625, 2154.19677734375]","[1066.79296875, 1268.85205078125]","[1787.073486328125, 1133.799560546875]"
"[1194.644287109375, 1151.296630859375]","[1164.498779296875, 1106.078369140625]","[1149.426025390625, 1136.223876953125]","[1013.7713012695312, 1256.805908203125]","[1028.843994140625, 1241.733154296875]","[1239.8626708984375, 1392.460693359375]","[1209.7171630859375, 1497.97021484375]","[1511.17236328125, 1302.024169921875]","[1601.60888671875, 1437.678955078125]","[1737.263671875, 1060.860107421875]","[1812.62744140625, 1091.005615234375]","[1948.2823486328125, 1799.4254150390625]","[1903.06396484375, 1904.9346923828125]","[2294.955810546875, 2115.953369140625]","[2310.028564453125, 2146.098876953125]","[983.6257934570312, 1241.733154296875]","[1782.48193359375, 1136.223876953125]"
"[1175.3775634765625, 1182.576416015625]","[1148.539794921875, 1155.73876953125]","[1108.2833251953125, 1169.1575927734375]","[1752.387451171875, 1061.806884765625]","[1014.3515014648438, 1276.50830078125]","[1215.634033203125, 1397.27783203125]","[1188.79638671875, 1518.04736328125]","[1484.0107421875, 1303.345947265625]","[1564.5238037109375, 1437.534423828125]","[1738.96875, 1061.806884765625]","[1792.64404296875, 1102.0634765625]","[1940.251220703125, 1813.26171875]","[1913.41357421875, 1960.868896484375]","[2342.81640625, 2162.1513671875]","[2342.81640625, 2188.989013671875]","[1121.7021484375, 1491.209716796875]","[1806.062744140625, 1115.482177734375]"
"[1144.05859375, 1208.57666015625]","[1116.736083984375, 1181.254150390625]","[1089.41357421875, 1194.915283203125]","[993.78466796875, 1290.544189453125]","[993.78466796875, 1304.20556640625]","[1212.364990234375, 1399.8343505859375]","[1157.7198486328125, 1550.1082763671875]","[1471.928955078125, 1304.20556640625]","[1553.896728515625, 1427.156982421875]","[1731.4931640625, 1058.302734375]","[1799.7994384765625, 1099.2864990234375]","[1881.76708984375, 1809.6724853515625]","[1881.76708984375, 1946.28515625]","[2291.605224609375, 2137.542724609375]","[2277.944091796875, 2137.542724609375]","[1745.1544189453125, 1140.270263671875]","[1799.7994384765625, 1112.94775390625]"
"[1126.5096435546875, 1228.1220703125]","[1086.0390625, 1187.6514892578125]","[1059.05859375, 1214.6318359375]","[951.13720703125, 1336.0435791015625]","[964.6273803710938, 1322.5533447265625]","[1220.94091796875, 1403.4945068359375]","[1126.5096435546875, 1565.3768310546875]","[1477.254638671875, 1282.082763671875]","[1531.21533203125, 1416.9847412109375]","[1733.5682373046875, 1039.25927734375]","[1787.529052734375, 1093.2200927734375]","[1908.9407958984375, 1848.6707763671875]","[1868.47021484375, 1983.57275390625]","[2259.685791015625, 2131.964599609375]","[2232.705322265625, 2145.454833984375]","[1774.038818359375, 1052.74951171875]","[1018.588134765625, 1295.572998046875]"
"[1105.579833984375, 1237.950439453125]","[1077.060791015625, 1209.4315185546875]","[1048.5419921875, 1223.69091796875]","[1504.843994140625, 1294.988037109375]","[948.7260131835938, 1337.766357421875]","[1191.1363525390625, 1409.0634765625]","[1134.0986328125, 1580.1767578125]","[1462.065673828125, 1280.728759765625]","[1533.36279296875, 1394.80419921875]","[1704.47607421875, 1066.837158203125]","[1790.0325927734375, 1081.0965576171875]","[1861.3299560546875, 1851.1060791015625]","[1818.5516357421875, 1965.1815185546875]","[2246.334716796875, 2136.294677734375]","[2175.037353515625, 2107.776123046875]","[1034.282470703125, 1252.209716796875]","[1732.9949951171875, 1095.35595703125]"
"[1096.851318359375, 1236.39697265625]","[1053.8951416015625, 1207.759521484375]","[1039.576416015625, 1236.39697265625]","[1497.77490234375, 1307.990478515625]","[939.3455200195312, 1350.946533203125]","[1197.082275390625, 1408.2213134765625]","[1125.48876953125, 1580.0458984375]","[1469.1375732421875, 1265.034423828125]","[1526.412353515625, 1379.583984375]","[1741.1929931640625, 1050.2537841796875]","[1784.1490478515625, 1078.89111328125]","[1855.7425537109375, 1837.782470703125]","[1798.4676513671875, 1966.6510009765625]","[2228.029052734375, 2138.475341796875]","[2170.754150390625, 2109.837890625]","[1755.5115966796875, 1064.572509765625]","[1411.86279296875, 1393.9027099609375]"
