361.83	230.03
360.6	229.24
363.45	234.12
362.53	248
358.5	256.73
365.13	276.48
365.24	294.54
365.16	314.59
364.94	332.92
367.14	330.01
372.12	309.6
374	288.27
378.26	277.76
372.7	261.43
379.48	259.67
373.34	257.03
370.06	256.59
374.11	257.04
383.18	260.52
379.45	262.63
383.14	277.34
389.97	286.69
391.62	296.55
395.95	296.35
399.81	289.2
400.41	285.39
399.48	275.94
397.81	263.88
