,0_x,0_y,date
0,310.98,358.74,0
1,314.39,365.56,1
2,312.75,353.37,2
3,314.64,330.12,3
4,313.93,312.89,4
5,312.86,295.05,5
6,312.19,293.57,6
7,307.85,286.95,7
8,309.99,286.52,8
9,305.09,288.47,9
10,301.98,299.75,10
11,303.81,314.84,11
12,300.62,330.41,12
13,302.51,348.05,13
14,302.64,367.46,14
15,302.2,368.66,15
16,299.5,356.7,16
17,300.25,337.48,17
18,297.14,315.84,18
19,299.88,308.14,19
20,303.55,299.69,20
21,304.29,301.03,21
22,304.55,294.47,22
23,302.59,295.26,23
24,301.15,306,24
25,304.62,317.02,25
26,302.86,337.82,26
27,304.52,359.21,27
28,306.71,375.28,28
29,309.48,369.5,29
30,308.85,354.27,30
31,310.58,338.71,31
32,312.43,324.85,32
33,310.87,320.2,33
34,313.6,318.27,34
35,313.1,316.55,35
36,314.74,318.48,36
37,311.58,325.73,37
38,307.37,336.71,38
39,308.35,358.17,39
40,311.93,375.61,40
41,311.21,381.47,41
42,315.92,375.67,42
43,314.96,356.11,43
44,313.9,336.34,44
45,313.89,321.9,45
46,316.13,312.72,46
47,315.3,312.15,47
48,314.84,311.81,48
49,313.5,313.29,49
50,310.67,323.79,50
51,313.36,338.92,51
52,316.09,349.17,52
53,316.04,366.09,53
54,320.47,379.99,54
55,321.8,379.88,55
56,320.74,361.95,56
57,323.22,337.54,57
58,327.03,324.18,58
59,325.48,307.91,59
60,324.81,306.3,60
61,325.23,303.24,61
62,325.68,308.76,62
63,327.93,312.32,63
64,328.04,326.17,64
65,328.87,335.07,65
66,332.4,352.77,66
67,331.54,369.23,67
68,333.17,378.44,68
69,331.66,374.31,69
70,335.13,358.21,70
71,338.75,339.45,71
72,340.66,322.09,72
73,342.72,310.48,73
74,346.24,305.71,74
75,347.3,298.83,75
76,354.52,300.13,76
77,355.87,303.58,77
78,357.18,314.34,78
79,360.86,329.06,79
80,362.54,350.76,80
81,369.94,369.99,81
82,370.3,375.99,82
83,370.99,369.14,83
84,372.46,346.51,84
85,369.4,333.6,85
86,371.56,323.9,86
87,377.58,324.04,87
88,372.49,320.46,88
89,372.03,316.27,89
90,375.18,322.54,90
91,371.97,331.47,91
92,374.46,344,92
93,371.17,364.34,93
94,373.8,383.44,94
95,372.41,388.07,95
96,375.79,379.53,96
97,375.81,365.48,97
98,374.56,340.49,98
99,376.99,329.54,99
100,377.51,323.35,100
101,378.02,319.34,101
102,376.27,316.31,102
103,378.86,319.58,103
104,379.97,324.57,104
105,380.7,343.08,105
106,376.57,357.43,106
107,379.93,377.82,107
108,382.32,381.76,108
109,379.56,374.88,109
110,379.29,354.5,110
111,374.3,343.24,111
112,379.17,335.28,112
113,378.51,326.53,113
114,374.57,328.6,114
115,376.19,329.5,115
116,377.71,333.97,116
117,378.42,342.97,117
118,376.27,360.91,118
119,378.4,374.35,119
120,379.33,387.35,120
121,376.11,389.38,121
122,374.91,375.74,122
123,378.38,359.78,123
124,377.38,339.09,124
125,375.16,331.88,125
126,377.46,327.8,126
127,374.03,330.78,127
128,376.18,326.29,128
129,373.09,329.67,129
130,372.18,340.37,130
131,370.27,354.29,131
132,366.89,368.29,132
133,367.7,387.99,133
134,366.52,393.58,134
135,368.5,382.07,135
136,366.26,362.84,136
137,368.89,352.56,137
138,370.12,334.59,138
139,370.45,333.29,139
140,369.87,328.14,140
141,368.74,328.52,141
142,370.78,332.46,142
143,371.97,341.22,143
144,371.9,353.22,144
145,367.66,375.49,145
146,369.19,384.81,146
147,374.01,385.5,147
148,372.96,374.82,148
149,370.23,359.8,149
150,370.76,337.83,150
151,373,332.74,151
152,373.68,330.78,152
153,376.1,327.29,153
154,374.63,326.99,154
155,378.33,335.46,155
156,378.79,343.84,156
157,382.03,359.44,157
158,381.2,381.15,158
159,379.63,386.33,159
160,380.44,381.43,160
161,383.12,365.75,161
162,382.22,353.54,162
163,381.35,337.57,163
164,383.57,333.91,164
165,384.7,331.09,165
166,389.19,331.56,166
167,390.63,333.76,167
168,390.1,343.38,168
169,387.72,360.18,169
170,390.47,371.09,170
171,393.66,389.76,171
172,389.71,390.77,172
173,393.73,382.04,173
174,393.45,364.27,174
175,392.76,347.64,175
176,390.65,334.74,176
177,393.78,332.82,177
178,392.12,324.73,178
179,394.41,322.73,179
180,394.83,330.44,180
181,395.43,334.35,181
182,392.33,351.76,182
183,393.76,365.12,183
184,395.66,386.05,184
185,400.01,393.54,185
186,394.51,389.18,186
187,395.69,372.77,187
188,396.07,354.95,188
189,393.71,340.02,189
190,390.97,335.77,190
191,394.31,333.53,191
192,391.21,333.86,192
193,394.83,337.55,193
194,394.21,348.13,194
195,392.29,361.24,195
196,389.75,376.75,196
197,388.87,394.42,197
198,389.78,399.27,198
199,386.29,394.27,199
