鼻子,右眼,左眼,右耳,左耳,右肩,左肩,右肘,左肘,右手,左手,右胯,左胯,右膝盖,左膝盖,右脚踝,左脚踝
"[94.81120300292969, 308.6846923828125]","[96.37890625, 300.153076171875]","[87.38356018066406, 299.59918212890625]","[72.30470275878906, 425.1478271484375]","[46.14475631713867, 298.7640686035156]","[30.45236587524414, 321.4268493652344]","[4.071560859680176, 329.4923095703125]","[36.87520980834961, 374.6767578125]","[4.985082149505615, 400.3538818359375]","[77.61842346191406, 425.13482666015625]","[56.28889846801758, 440.2008056640625]","[41.37036895751953, 423.32818603515625]","[17.01864242553711, 432.76153564453125]","[32.72980880737305, 365.97674560546875]","[12.25570011138916, 410.59051513671875]","[170.5666961669922, 437.885498046875]","[174.20603942871094, 437.885498046875]"
"[333.27532958984375, 296.9742736816406]","[337.9801940917969, 292.2693786621094]","[319.16070556640625, 301.67913818359375]","[352.09478759765625, 296.9742736816406]","[328.5704345703125, 311.0888671875]","[399.14349365234375, 325.2034912109375]","[465.0116882324219, 329.9083557128906]","[267.4071350097656, 348.72784423828125]","[257.9974060058594, 348.72784423828125]","[305.0461120605469, 296.9742736816406]","[300.3412170410156, 296.9742736816406]","[436.782470703125, 424.0057678222656]","[413.25811767578125, 424.0057678222656]","[262.7022705078125, 362.8424377441406]","[262.7022705078125, 372.2521667480469]","[149.7853546142578, 428.71063232421875]","[178.01458740234375, 424.0057678222656]"
"[302.6925964355469, 296.4189453125]","[302.6925964355469, 296.4189453125]","[302.6925964355469, 282.6256408691406]","[284.301513671875, 301.0166931152344]","[284.301513671875, 319.4077453613281]","[371.6590270996094, 324.0054931640625]","[298.0948181152344, 310.21221923828125]","[252.1171875, 360.78759765625]","[238.3238983154297, 346.99432373046875]","[146.36862182617188, 429.7540588378906]","[284.301513671875, 301.0166931152344]","[468.2120361328125, 411.3630065917969]","[477.4075927734375, 411.3630065917969]","[256.7149658203125, 365.3853759765625]","[256.7149658203125, 374.5809020996094]","[150.9663848876953, 429.7540588378906]","[183.15072631835938, 429.7540588378906]"
"[87.83058166503906, 309.1344909667969]","[93.78338623046875, 302.42156982421875]","[80.27545928955078, 299.09197998046875]","[92.49309539794922, 295.4456481933594]","[55.58628463745117, 293.52850341796875]","[26.05738067626953, 302.2553405761719]","[3.1594650745391846, 331.02471923828125]","[34.1593132019043, 371.9554443359375]","[3.146362543106079, 391.9118347167969]","[75.55502319335938, 424.11541748046875]","[55.05707931518555, 439.8169250488281]","[29.441455841064453, 336.61944580078125]","[10.789145469665527, 464.9933776855469]","[27.86658477783203, 366.091064453125]","[16.968059539794922, 414.017333984375]","[68.68902587890625, 423.12554931640625]","[35.50481033325195, 438.7330017089844]"
"[85.7244644165039, 310.2080383300781]","[92.48390197753906, 302.70263671875]","[76.68570709228516, 299.40283203125]","[92.83296203613281, 294.6063232421875]","[51.73776626586914, 292.2892150878906]","[19.567611694335938, 295.35302734375]","[4.60006046295166, 331.512451171875]","[33.822471618652344, 372.8896789550781]","[3.0499064922332764, 392.30889892578125]","[75.91178131103516, 424.25421142578125]","[55.53818893432617, 440.63580322265625]","[30.290996551513672, 339.7784729003906]","[11.268816947937012, 424.0126953125]","[26.27236557006836, 366.4088134765625]","[18.035701751708984, 414.8421630859375]","[67.26483154296875, 422.95416259765625]","[36.41864776611328, 437.82086181640625]"
"[292.5048522949219, 301.36181640625]","[283.4815673828125, 305.87347412109375]","[297.0164794921875, 301.36181640625]","[283.4815673828125, 301.36181640625]","[278.969970703125, 314.896728515625]","[360.1793212890625, 328.43157958984375]","[342.1327819824219, 314.896728515625]","[242.8769073486328, 369.03631591796875]","[233.8536376953125, 350.98974609375]","[143.6210174560547, 427.68743896484375]","[269.9466857910156, 301.36181640625]","[459.4351806640625, 414.152587890625]","[468.4584655761719, 414.152587890625]","[251.90016174316406, 373.54791259765625]","[251.90016174316406, 369.03631591796875]","[148.1326446533203, 432.19915771484375]","[179.7140655517578, 432.19915771484375]"
"[71.29887390136719, 309.10113525390625]","[82.95008850097656, 303.4139404296875]","[61.47129440307617, 295.9857482910156]","[88.94279479980469, 310.643310546875]","[35.991058349609375, 284.5050354003906]","[31.15096092224121, 322.3258056640625]","[2.202763795852661, 327.5422058105469]","[37.15886306762695, 376.5097351074219]","[3.1634650230407715, 393.843994140625]","[75.55357360839844, 423.98565673828125]","[54.92866134643555, 439.64190673828125]","[3.0980148315429688, 405.4302673339844]","[17.405479431152344, 435.8336181640625]","[31.712940216064453, 360.7194519042969]","[14.676318168640137, 412.5753479003906]","[64.78992462158203, 421.6353759765625]","[37.9985237121582, 436.71417236328125]"
"[340.205810546875, 302.86322021484375]","[344.8134765625, 298.25555419921875]","[326.3828125, 302.86322021484375]","[363.24407958984375, 293.64788818359375]","[340.205810546875, 302.86322021484375]","[400.1053466796875, 321.2938232421875]","[450.78955078125, 325.9014892578125]","[275.6986083984375, 344.3321533203125]","[261.8756408691406, 339.7244873046875]","[317.1675109863281, 293.64788818359375]","[326.3828125, 293.64788818359375]","[427.75128173828125, 427.26995849609375]","[404.7130126953125, 422.66229248046875]","[261.8756408691406, 362.76275634765625]","[266.4833068847656, 367.37042236328125]","[151.29188537597656, 427.26995849609375]","[169.72251892089844, 427.26995849609375]"
"[68.71788024902344, 309.24945068359375]","[81.92623901367188, 305.0550537109375]","[59.72445297241211, 296.0576171875]","[86.89495086669922, 312.001220703125]","[28.01486587524414, 286.174560546875]","[32.617008209228516, 328.1288146972656]","[3.040062427520752, 295.39105224609375]","[35.87350845336914, 374.8532409667969]","[3.833791971206665, 391.42449951171875]","[77.17174530029297, 424.438720703125]","[55.53275680541992, 439.69287109375]","[4.797989845275879, 427.235595703125]","[13.587628364562988, 298.90692138671875]","[29.879337310791016, 367.85858154296875]","[178.8328094482422, 437.7831726074219]","[68.72154998779297, 421.634765625]","[173.5590362548828, 443.05694580078125]"
"[446.26251220703125, 290.3217468261719]","[456.4232177734375, 285.2414245605469]","[431.0214538574219, 290.3217468261719]","[481.8249206542969, 290.3217468261719]","[436.101806640625, 295.402099609375]","[537.708740234375, 330.96453857421875]","[420.8607482910156, 295.402099609375]","[400.53936767578125, 346.20556640625]","[349.73590087890625, 325.8841857910156]","[364.9769287109375, 346.20556640625]","[451.34283447265625, 290.3217468261719]","[441.18212890625, 427.49114990234375]","[420.8607482910156, 417.3304443359375]","[273.53070068359375, 361.4466247558594]","[273.53070068359375, 356.36627197265625]","[156.68270874023438, 427.49114990234375]","[156.68270874023438, 427.49114990234375]"
