鼻子,右眼,左眼,右耳,左耳,右肩,左肩,右肘,左肘,右手,左手,右胯,左胯,右膝盖,左膝盖,右脚踝,左脚踝
"[858.1945190429688, 363.414794921875]","[867.7357177734375, 353.87359619140625]","[853.4238891601562, 349.10296630859375]","[791.4059448242188, 330.0205078125]","[820.0296020507812, 344.3323669433594]","[777.0941772460938, 387.26788330078125]","[796.1765747070312, 387.26788330078125]","[858.1945190429688, 454.0564270019531]","[843.8826904296875, 411.12091064453125]","[862.9651489257812, 449.2857971191406]","[872.5064086914062, 415.89154052734375]","[705.5349731445312, 554.2391967773438]","[715.0762329101562, 554.2391967773438]","[657.828857421875, 683.0457153320312]","[662.5994873046875, 697.3576049804688]","[529.0223999023438, 730.7518920898438]","[505.1693115234375, 754.6049194335938]"
"[879.8875732421875, 362.97821044921875]","[879.8875732421875, 362.97821044921875]","[875.2989501953125, 349.21221923828125]","[824.8237915039062, 340.034912109375]","[843.1784057617188, 340.034912109375]","[797.2918090820312, 381.33282470703125]","[815.6464233398438, 385.92144775390625]","[875.2989501953125, 468.5172119140625]","[879.8875732421875, 450.16259765625]","[939.5401000976562, 459.33990478515625]","[870.7102661132812, 422.63067626953125]","[733.0507202148438, 546.5243530273438]","[723.8733520507812, 541.9356689453125]","[705.5187377929688, 684.1838989257812]","[710.107421875, 693.3612670898438]","[581.6251220703125, 697.9498901367188]","[558.6818237304688, 711.7158813476562]"
"[902.1259155273438, 368.49420166015625]","[910.32666015625, 360.29339599609375]","[898.0254516601562, 356.1929931640625]","[652.0017700195312, 680.124267578125]","[869.3226928710938, 339.7914123535156]","[820.1179809570312, 376.6949768066406]","[836.5195922851562, 380.7953796386719]","[836.5195922851562, 487.4056701660156]","[881.6239013671875, 466.9036865234375]","[918.5274658203125, 516.1084594726562]","[959.5314331054688, 499.70684814453125]","[738.1100463867188, 548.9115600585938]","[734.0097045898438, 557.1123657226562]","[758.612060546875, 680.124267578125]","[766.8128051757812, 696.5258178710938]","[656.1021118164062, 667.8230590820312]","[623.2989501953125, 692.4254760742188]"
"[927.4719848632812, 371.46063232421875]","[931.669189453125, 363.06610107421875]","[927.4719848632812, 354.671630859375]","[684.0311889648438, 673.6630249023438]","[898.0911865234375, 342.079833984375]","[847.72412109375, 379.8551330566406]","[856.1185913085938, 379.8551330566406]","[835.1323852539062, 488.9837646484375]","[877.1049194335938, 476.3919982910156]","[910.6829223632812, 551.9425659179688]","[935.866455078125, 551.9425659179688]","[759.5817260742188, 556.1398315429688]","[746.989990234375, 556.1398315429688]","[822.5405883789062, 669.4657592773438]","[814.1460571289062, 677.8602294921875]","[696.6229248046875, 665.2684936523438]","[688.2284545898438, 669.4657592773438]"
"[952.6572875976562, 394.24615478515625]","[956.2734985351562, 390.6298828125]","[952.6572875976562, 383.39739990234375]","[746.5309448242188, 679.9299926757812]","[927.343505859375, 365.3161315917969]","[869.4834594726562, 394.24615478515625]","[887.5647583007812, 397.8623962402344]","[844.1697387695312, 509.9661560058594]","[883.948486328125, 499.117431640625]","[898.4135131835938, 575.0586547851562]","[912.8784790039062, 585.9074096679688]","[760.9959716796875, 553.3611450195312]","[768.2284545898438, 560.5936889648438]","[858.6347045898438, 643.7674560546875]","[865.8672485351562, 650.9999389648438]","[753.763427734375, 687.1624755859375]","[750.147216796875, 687.1624755859375]"
"[979.9668579101562, 414.9502868652344]","[983.4209594726562, 414.9502868652344]","[983.4209594726562, 401.1337585449219]","[838.3475341796875, 691.2806396484375]","[959.2420654296875, 380.4089660644531]","[914.33837890625, 414.9502868652344]","[914.33837890625, 411.49615478515625]","[945.425537109375, 480.5787353515625]","[890.1594848632812, 511.6659240722656]","[910.8842163085938, 518.5741577148438]","[893.6135864257812, 598.0191650390625]","[814.1686401367188, 563.4778442382812]","[793.44384765625, 566.9319458007812]","[893.6135864257812, 618.7439575195312]","[910.8842163085938, 636.0145874023438]","[821.0768432617188, 691.2806396484375]","[817.6227416992188, 712.0054321289062]"
"[1012.466552734375, 442.1873779296875]","[1008.6968383789062, 442.1873779296875]","[1012.466552734375, 427.10845947265625]","[884.2959594726562, 585.4368286132812]","[989.8482055664062, 404.4901123046875]","[929.5326538085938, 427.10845947265625]","[948.3812866210938, 434.6479187011719]","[899.3748779296875, 528.8909912109375]","[914.4537963867188, 513.8121337890625]","[891.8353881835938, 589.2066040039062]","[876.7565307617188, 604.2854614257812]","[835.28955078125, 574.1277465820312]","[823.9804077148438, 574.1277465820312]","[940.8418579101562, 626.9038696289062]","[940.8418579101562, 630.6735229492188]","[876.7565307617188, 709.8377685546875]","[884.2959594726562, 743.7652587890625]"
"[1038.7216796875, 459.83929443359375]","[1038.7216796875, 456.1456298828125]","[1042.415283203125, 445.0645446777344]","[994.3973388671875, 408.1275939941406]","[1020.2532348632812, 426.5960693359375]","[961.1541137695312, 445.0645446777344]","[975.9288940429688, 452.451904296875]","[920.5234985351562, 541.1005859375]","[924.2171630859375, 526.3258056640625]","[994.3973388671875, 530.0194702148438]","[887.2802124023438, 603.8933715820312]","[842.9558715820312, 592.8123168945312]","[850.34326171875, 585.4249267578125]","[964.8477783203125, 633.4429321289062]","[968.54150390625, 637.1366577148438]","[935.2982177734375, 744.2537841796875]","[950.072998046875, 766.4159545898438]"
"[1062.9462890625, 485.0659484863281]","[1062.9462890625, 481.3271484375]","[1062.9462890625, 470.11065673828125]","[999.386474609375, 772.9549560546875]","[1044.252197265625, 451.41656494140625]","[973.2147216796875, 466.3718566894531]","[1003.125244140625, 477.58831787109375]","[894.6995239257812, 522.4541625976562]","[943.3041381835938, 529.9317626953125]","[898.4383544921875, 600.9692993164062]","[894.6995239257812, 608.4469604492188]","[857.3113403320312, 615.9246215820312]","[872.2666015625, 612.1857299804688]","[980.6923217773438, 664.5292358398438]","[991.9088134765625, 664.5292358398438]","[995.6476440429688, 784.1714477539062]","[1014.3417358398438, 791.6489868164062]"
"[1079.357666015625, 502.88812255859375]","[1087.0006103515625, 487.60205078125]","[1079.357666015625, 487.60205078125]","[1029.6778564453125, 453.20843505859375]","[1060.25, 472.3160095214844]","[991.4627685546875, 491.423583984375]","[1025.8563232421875, 502.88812255859375]","[930.3185424804688, 537.2817993164062]","[964.7122192382812, 544.9248046875]","[1018.21337890625, 422.63629150390625]","[907.3894653320312, 617.5335693359375]","[884.4603881835938, 632.8196411132812]","[903.5679321289062, 636.6411743164062]","[995.2843017578125, 690.1423950195312]","[1014.3919067382812, 690.1423950195312]","[1037.3209228515625, 808.6093139648438]","[1060.25, 812.4308471679688]"
