left,right
"tensor([723.5117, 677.5855])","tensor([761.8610, 677.5855])"
"tensor([728.8343, 658.7203])","tensor([763.4686, 663.6681])"
"tensor([726.2488, 651.6356])","tensor([761.3801, 656.6544])"
"tensor([727.1512, 646.6169])","tensor([762.2824, 646.6169])"
"tensor([727.2625, 646.6169])","tensor([762.3938, 651.6356])"
"tensor([727.2011, 646.6169])","tensor([762.3323, 646.6169])"
"tensor([727.6379, 656.6544])","tensor([762.7692, 661.6731])"
"tensor([727.3824, 672.7711])","tensor([762.2292, 672.7711])"
"tensor([721.3543, 686.6326])","tensor([755.0668, 681.8165])"
"tensor([721.3945, 686.5458])","tensor([755.1321, 681.7263])"
"tensor([717.9053, 689.7747])","tensor([760.0765, 675.7177])"
"tensor([718.1448, 689.8641])","tensor([760.2827, 675.8182])"
"tensor([725.8571, 668.1429])","tensor([765.5787, 673.1082])"
"tensor([725.9101, 667.9862])","tensor([765.6779, 672.9572])"
"tensor([723.2194, 656.6544])","tensor([758.3506, 656.6544])"
"tensor([718.2459, 651.6356])","tensor([753.3771, 646.6169])"
"tensor([718.3589, 651.6356])","tensor([753.4902, 646.6169])"
"tensor([718.3565, 651.6356])","tensor([753.4877, 646.6169])"
"tensor([718.3565, 651.6356])","tensor([753.4877, 646.6169])"
"tensor([711.8313, 657.5662])","tensor([741.7558, 657.5662])"
"tensor([699.8669, 672.6830])","tensor([733.4506, 667.8853])"
"tensor([699.8970, 680.0293])","tensor([737.4972, 665.9292])"
"tensor([699.7133, 680.0797])","tensor([737.2982, 665.9854])"
"tensor([699.7175, 680.0858])","tensor([737.3004, 665.9923])"
"tensor([699.0518, 674.2800])","tensor([736.9617, 664.8026])"
"tensor([707.6967, 662.2886])","tensor([742.6746, 667.2855])"
"tensor([710.9811, 646.6169])","tensor([741.0937, 651.6356])"
"tensor([707.6008, 646.6169])","tensor([737.7133, 646.6169])"
"tensor([707.9389, 646.6169])","tensor([738.0515, 646.6169])"
"tensor([708.2143, 646.6169])","tensor([738.3268, 646.6169])"
"tensor([704.2217, 651.6356])","tensor([739.3530, 651.6356])"
"tensor([705.0346, 656.6544])","tensor([740.1658, 656.6544])"
"tensor([694.4836, 671.0818])","tensor([728.4810, 671.0818])"
"tensor([694.5690, 671.0737])","tensor([728.5684, 671.0737])"
"tensor([691.3680, 683.6309])","tensor([724.5745, 674.1432])"
"tensor([691.2346, 683.6366])","tensor([724.4395, 674.1494])"
"tensor([691.8939, 677.6966])","tensor([725.4197, 668.1179])"
"tensor([701.7914, 666.7620])","tensor([736.9046, 671.7783])"
"tensor([701.8727, 666.7849])","tensor([736.9800, 671.8002])"
"tensor([708.0208, 651.6356])","tensor([738.1332, 656.6544])"
"tensor([707.2144, 646.6169])","tensor([737.3268, 651.6356])"
"tensor([707.2752, 646.6169])","tensor([737.3878, 651.6356])"
"tensor([709.5194, 656.6544])","tensor([744.6506, 661.6731])"
"tensor([709.5641, 656.6544])","tensor([744.6954, 661.6731])"
"tensor([709.5294, 656.6544])","tensor([744.6606, 661.6731])"
"tensor([697.3021, 687.8486])","tensor([735.4271, 678.3174])"
"tensor([696.9687, 687.7656])","tensor([735.1212, 678.2275])"
"tensor([703.8796, 682.9661])","tensor([737.2715, 678.1958])"
"tensor([704.8431, 668.7951])","tensor([739.4311, 673.7363])"
"tensor([705.0974, 668.8270])","tensor([739.6771, 678.7069])"
"tensor([710.4439, 656.6544])","tensor([740.5564, 666.6918])"
"tensor([704.2232, 651.6356])","tensor([739.3544, 651.6356])"
"tensor([704.0457, 651.6356])","tensor([739.1769, 651.6356])"
"tensor([704.1088, 651.6356])","tensor([739.2401, 651.6356])"
"tensor([706.9135, 651.6356])","tensor([742.0447, 651.6356])"
"tensor([708.5936, 656.6544])","tensor([738.7061, 661.6731])"
"tensor([695.6870, 673.6422])","tensor([730.3002, 673.6422])"
"tensor([694.9483, 678.6030])","tensor([728.2311, 669.0936])"
"tensor([695.1894, 678.5946])","tensor([728.4744, 669.0846])"
"tensor([695.1041, 678.5794])","tensor([728.3931, 669.0683])"
"tensor([698.2977, 673.9033])","tensor([731.5662, 669.1506])"
"tensor([702.7577, 669.0009])","tensor([737.2925, 669.0009])"
"tensor([709.1915, 656.6544])","tensor([739.3040, 661.6731])"
"tensor([709.1559, 656.6544])","tensor([739.2685, 661.6731])"
"tensor([710.8604, 651.6356])","tensor([745.9916, 651.6356])"
"tensor([710.9173, 646.6169])","tensor([746.0485, 651.6356])"
"tensor([723.8970, 656.6544])","tensor([754.0096, 666.6918])"
"tensor([723.7507, 656.6544])","tensor([753.8632, 666.6918])"
"tensor([723.7493, 656.6544])","tensor([753.8618, 666.6918])"
"tensor([766.1449, 700.0659])","tensor([798.6534, 704.7100])"
"tensor([766.2366, 707.3801])","tensor([797.8593, 711.8976])"
"tensor([764.3384, 718.7478])","tensor([799.5016, 718.7478])"
"tensor([764.8626, 718.7687])","tensor([800.0171, 718.7687])"
"tensor([761.7468, 714.4520])","tensor([796.8704, 718.8424])"
"tensor([761.2421, 709.3489])","tensor([796.6359, 713.7731])"
"tensor([761.3954, 713.7419])","tensor([796.8017, 713.7419])"
"tensor([762.4000, 707.5891])","tensor([798.4610, 712.0967])"
"tensor([761.8294, 707.7180])","tensor([797.8415, 707.7180])"
"tensor([767.9776, 695.2311])","tensor([800.5439, 699.8835])"
"tensor([764.6763, 700.2413])","tensor([801.7654, 700.2413])"
"tensor([769.9853, 706.6570])","tensor([801.8478, 702.1052])"
"tensor([770.0894, 706.6806])","tensor([801.9442, 706.6806])"
"tensor([769.0961, 711.7357])","tensor([805.3008, 716.2612])"
"tensor([768.8600, 709.7610])","tensor([804.0975, 718.5704])"
"tensor([768.9388, 714.1749])","tensor([804.1726, 718.5792])"
"tensor([767.8128, 708.4123])","tensor([803.5617, 712.8809])"
"tensor([768.0052, 708.4035])","tensor([803.7574, 717.3415])"
"tensor([768.0791, 708.3856])","tensor([803.8381, 717.3253])"
"tensor([770.2201, 702.9463])","tensor([806.3300, 711.9738])"
"tensor([770.3557, 702.9073])","tensor([806.4797, 711.9383])"
"tensor([772.2712, 696.0551])","tensor([804.5878, 700.6718])"
"tensor([774.5359, 700.5338])","tensor([806.8963, 700.5338])"
"tensor([774.4048, 700.5555])","tensor([806.7582, 700.5555])"
"tensor([771.9919, 701.9526])","tensor([808.4616, 711.0700])"
"tensor([773.6638, 707.6804])","tensor([809.6901, 716.6870])"
"tensor([773.5237, 707.6462])","tensor([809.5630, 716.6560])"
"tensor([775.9929, 709.2855])","tensor([811.4106, 718.1400])"
"tensor([775.8630, 709.3055])","tensor([811.2731, 718.1581])"
"tensor([775.8827, 709.2629])","tensor([811.3091, 718.1194])"
"tensor([774.7198, 711.3835])","tensor([811.0646, 715.9266])"
"tensor([774.9179, 702.3053])","tensor([811.2598, 706.8481])"
"tensor([774.3293, 704.9456])","tensor([811.3925, 704.9456])"
"tensor([775.7082, 699.3926])","tensor([813.1046, 704.0671])"
"tensor([771.8083, 699.4185])","tensor([809.1953, 704.0919])"
"tensor([773.4921, 705.0967])","tensor([810.4980, 714.3482])"
"tensor([775.6736, 712.0414])","tensor([811.7566, 721.0622])"
"tensor([775.6856, 712.0187])","tensor([811.7776, 721.0417])"
"tensor([776.2057, 709.4727])","tensor([811.5526, 722.7277])"
"tensor([775.7728, 709.4448])","tensor([811.1302, 722.7039])"
"tensor([776.6149, 713.4816])","tensor([812.1247, 717.9203])"
"tensor([776.6644, 713.4719])","tensor([812.1780, 717.9111])"
"tensor([771.7146, 705.6463])","tensor([808.5122, 705.6463])"
"tensor([771.5563, 705.6874])","tensor([808.3383, 705.6874])"
"tensor([771.5510, 705.6981])","tensor([808.3289, 705.6981])"
"tensor([776.9589, 699.8545])","tensor([809.5344, 704.5081])"
"tensor([774.8676, 699.9509])","tensor([812.0618, 704.6001])"
"tensor([777.3282, 706.0308])","tensor([809.3985, 710.6122])"
"tensor([772.5976, 712.9451])","tensor([808.3210, 712.9451])"
"tensor([772.5694, 712.9327])","tensor([808.2977, 712.9327])"
"tensor([772.5676, 712.9340])","tensor([808.2953, 712.9340])"
"tensor([775.1973, 714.3797])","tensor([810.3497, 718.7737])"
"tensor([778.1974, 712.9962])","tensor([809.4376, 717.4590])"
"tensor([773.4413, 707.3823])","tensor([809.5807, 707.3823])"
"tensor([772.3428, 700.3685])","tensor([809.3859, 704.9988])"
"tensor([772.4990, 700.3822])","tensor([809.5370, 700.3822])"
"tensor([772.6085, 700.4706])","tensor([809.6146, 700.4706])"
"tensor([770.0056, 699.7275])","tensor([807.2807, 699.7275])"
"tensor([772.9312, 704.9072])","tensor([810.0091, 709.5419])"
"tensor([769.3194, 707.1934])","tensor([805.5305, 716.2462])"
"tensor([769.3660, 707.2048])","tensor([805.5727, 716.2565])"
"tensor([769.0035, 708.6317])","tensor([804.6693, 717.5481])"
"tensor([769.4180, 708.6900])","tensor([805.0616, 717.6009])"
"tensor([769.0233, 713.7695])","tensor([804.4184, 718.1939])"
"tensor([770.1464, 708.0342])","tensor([806.0386, 717.0073])"
"tensor([766.5025, 701.6072])","tensor([807.6716, 706.1816])"
"tensor([766.6398, 701.5972])","tensor([807.8129, 706.1720])"
"tensor([766.8849, 700.4404])","tensor([808.5291, 700.4404])"
"tensor([766.6796, 699.6844])","tensor([808.6315, 699.6844])"
"tensor([767.9816, 699.4275])","tensor([805.3653, 704.1005])"
"tensor([768.7242, 704.8400])","tensor([805.8275, 704.8400])"
"tensor([770.6152, 708.9655])","tensor([806.1544, 722.2926])"
"tensor([770.7328, 708.9640])","tensor([806.2725, 722.2914])"
"tensor([770.5589, 708.9869])","tensor([806.0900, 722.3110])"
"tensor([773.8215, 708.9097])","tensor([804.9367, 722.2448])"
"tensor([773.6811, 708.9066])","tensor([804.7974, 722.2422])"
"tensor([768.7454, 706.2501])","tensor([805.3141, 710.8212])"
"tensor([768.5694, 706.2037])","tensor([805.1556, 710.7770])"
"tensor([768.6620, 706.1868])","tensor([805.2547, 710.7609])"
"tensor([769.8583, 699.7503])","tensor([807.1251, 699.7503])"
"tensor([767.1625, 699.6681])","tensor([804.4590, 699.6681])"
"tensor([767.1763, 699.7108])","tensor([804.4575, 699.7108])"
"tensor([766.8445, 699.6533])","tensor([804.1465, 704.3160])"
"tensor([766.4920, 708.1099])","tensor([802.3555, 717.0757])"
"tensor([767.2978, 714.3607])","tensor([802.4577, 723.1507])"
"tensor([766.6817, 714.2190])","tensor([801.8980, 723.0231])"
